2018-01-02,0.89
2018-01-03,0.89
2018-01-04,0.89
2018-01-05,0.89
2018-01-08,0.91
2018-01-09,0.92
2018-01-10,0.92
2018-01-11,0.91
2018-01-12,0.91
2018-01-15,0.91
2018-01-16,0.92
2018-01-17,0.93
2018-01-18,0.93
2018-01-19,0.94
2018-01-22,0.94
2018-01-23,0.95
2018-01-24,0.97
2018-01-25,0.96
2018-01-26,0.94
2018-01-29,0.95
2018-01-30,0.95
2018-01-31,0.95
2018-02-01,0.96
2018-02-02,0.95
2018-02-05,0.94
2018-02-06,0.94
2018-02-07,0.94
2018-02-08,0.96
2018-02-09,0.96
2018-02-12,0.99
2018-02-13,0.98
2018-02-14,1.0
2018-02-15,1.02
2018-02-16,1.05
2018-02-19,1.05
2018-02-20,1.08
2018-02-21,1.11
2018-02-22,1.13
2018-02-23,1.12
2018-02-26,1.1
2018-02-27,1.11
2018-02-28,1.1
2018-03-01,1.13
2018-03-02,1.13
2018-03-05,1.13
2018-03-06,1.1400000000000001
2018-03-07,1.13
2018-03-08,1.12
2018-03-09,1.1400000000000001
2018-03-12,1.1400000000000001
2018-03-13,1.16
2018-03-14,1.16
2018-03-15,1.2
2018-03-16,1.2
2018-03-19,1.19
2018-03-20,1.2
2018-03-21,1.21
2018-03-22,1.21
2018-03-23,1.21
2018-03-26,1.23
2018-03-27,1.24
2018-03-28,1.26
2018-04-03,1.24
2018-04-04,1.25
2018-04-05,1.25
2018-04-06,1.25
2018-04-09,1.24
2018-04-10,1.21
2018-04-11,1.21
2018-04-12,1.2
2018-04-13,1.23
2018-04-16,1.23
2018-04-17,1.24
2018-04-18,1.24
2018-04-19,1.23
2018-04-20,1.22
2018-04-23,1.22
2018-04-24,1.23
2018-04-25,1.22
2018-04-26,1.22
2018-04-27,1.21
2018-04-30,1.21
2018-05-02,1.21
2018-05-03,1.2
2018-05-04,1.19
2018-05-07,1.19
2018-05-08,1.2
2018-05-09,1.22
2018-05-11,1.2
2018-05-14,1.2
2018-05-15,1.19
2018-05-16,1.19
2018-05-18,1.17
2018-05-22,1.17
2018-05-23,1.17
2018-05-24,1.15
2018-05-25,1.15
2018-05-28,1.15
2018-05-29,1.17
2018-05-30,1.15
2018-05-31,1.1400000000000001
2018-06-01,1.1400000000000001
2018-06-04,1.13
2018-06-05,1.15
2018-06-06,1.15
2018-06-07,1.16
2018-06-08,1.17
2018-06-11,1.16
2018-06-12,1.15
2018-06-13,1.15
2018-06-14,1.15
2018-06-15,1.16
2018-06-18,1.16
2018-06-19,1.16
2018-06-20,1.16
2018-06-21,1.16
2018-06-22,1.16
2018-06-25,1.17
2018-06-26,1.17
2018-06-27,1.18
2018-06-28,1.2
2018-06-29,1.18
2018-07-02,1.18
