quote,value
COP.OIS.18M,4.25
COP.OIS.2Y,4.17
COP.OIS.3Y,4.3
COP.OIS.4Y,4.45
COP.OIS.5Y,4.595
COP.OIS.7Y,4.86
COP.OIS.8Y,5.005
COP.OIS.10Y,5.265
COP.OIS.12Y,5.45
COP.OIS.15Y,5.59
COP.OIS.20Y,5.8149999999999995
EUR.DEPOSIT.3M,-0.4
EUR.FUTURE.1,100.395
EUR.FUTURE.2,100.435
EUR.FUTURE.3,100.485
EUR.FUTURE.4,100.505
EUR.FUTURE.5,100.515
EUR.FUTURE.6,100.52
EUR.FUTURE.7,100.505
EUR.FUTURE.8,100.5
EUR.FUTURE.9,100.485
EUR.FUTURE.10,100.475
EUR.FUTURE.11,100.455
EUR.FUTURE.12,100.44
EUR.SWAP3M.3Y,-0.484
EUR.SWAP3M.4Y,-0.452
EUR.SWAP3M.5Y,-0.4065
EUR.SWAP3M.6Y,-0.349
EUR.SWAP3M.7Y,-0.283
EUR.SWAP3M.8Y,-0.211
EUR.SWAP3M.9Y,-0.137
EUR.SWAP3M.10Y,-0.06
EUR.SWAP3M.11Y,0.003
EUR.SWAP3M.12Y,0.066
EUR.SWAP3M.15Y,0.2268
EUR.SWAP3M.20Y,0.376
EUR.SWAP3M.25Y,0.429
EUR.SWAP3M.30Y,0.439
EUR.SWAP3M.35Y,0.425
EUR.SWAP3M.40Y,0.4046
EUR.SWAP3M.50Y,0.3641
AUD.ON.1D,1.0
AUD.OIS.1W,0.995
AUD.OIS.1M,0.9735
AUD.OIS.2M,0.9375
AUD.OIS.3M,0.8963
AUD.OIS.4M,0.8625
AUD.OIS.5M,0.844
AUD.OIS.6M,0.8175
AUD.OIS.9M,0.775
AUD.OIS.1Y,0.74
AUD.OIS.18M,0.7125
AUD.OIS.2Y,0.687
AUD.OIS.3Y,0.65
AUD.OIS.4Y,0.663
AUD.OIS.5Y,0.693
AUD.OIS.6Y,0.748
AUD.OIS.7Y,0.803
AUD.OIS.8Y,0.858
AUD.OIS.9Y,0.91
AUD.OIS.10Y,0.965
AUD.OIS.12Y,1.055
AUD.OIS.15Y,1.17
AUD.OIS.20Y,1.288
AUD.OIS.25Y,1.333
AUD.OIS.30Y,1.323
CHF.ON.1D,-0.738549
CHF.OIS.1W,-0.82
CHF.OIS.2W,-0.82
CHF.OIS.1M,-0.78
CHF.OIS.2M,-0.78
CHF.OIS.3M,-0.8
CHF.OIS.6M,-0.8444
CHF.OIS.9M,-0.8413
CHF.OIS.10M,-0.865
CHF.OIS.12M,-0.8675
CHF.OIS.18M,-0.8725
CHF.OIS.2Y,-0.865
CHF.OIS.3Y,-0.825
CHF.OIS.4Y,-0.775
CHF.OIS.5Y,-0.72
CHF.OIS.6Y,-0.65
CHF.OIS.7Y,-0.58
CHF.OIS.8Y,-0.505
CHF.OIS.9Y,-0.435
CHF.OIS.10Y,-0.365
CHF.OIS.12Y,-0.2475
CHF.OIS.15Y,-0.105
CHF.OIS.20Y,0.0125
CHF.OIS.25Y,0.05
CHF.OIS.30Y,0.0675
CHF.DEPOSIT.6M,-0.7572
CHF.FRA.1M,-0.751
CHF.FRA.2M,-0.7726
CHF.FRA.3M,-0.7743
CHF.FRA.4M,-0.77
CHF.FRA.5M,-0.77
CHF.FRA.6M,-0.7672
CHF.FRA.9M,-0.7725
CHF.SWAP.2Y,-0.785
CHF.SWAP.3Y,-0.751
CHF.SWAP.4Y,-0.702
CHF.SWAP.5Y,-0.644
CHF.SWAP.6Y,-0.576
CHF.SWAP.7Y,-0.4875
CHF.SWAP.8Y,-0.4125
CHF.SWAP.9Y,-0.3525
CHF.SWAP.10Y,-0.285
CHF.SWAP.12Y,-0.16
CHF.SWAP.15Y,-0.0175
CHF.SWAP.20Y,0.105
CHF.SWAP.25Y,0.145
CHF.SWAP.30Y,0.15
CHF.DEPOSIT.1W,-0.8424
CHF.DEPOSIT.1M,-0.8648
CHF.DEPOSIT.2M,-0.8166
CHF.DEPOSIT.3M,-0.8092
CHF.FUTURE.1,100.8
CHF.FUTURE.2,100.81
CHF.FUTURE.3,100.82
CHF.FUTURE.4,100.82
CHF.FUTURE.5,100.82
CHF.FUTURE.6,100.82
CHF.SWAP3M.2Y,-0.84
CHF.SWAP3M.3Y,-0.8075
CHF.SWAP3M.4Y,-0.7575
CHF.SWAP3M.5Y,-0.7075
CHF.SWAP3M.6Y,-0.6325
CHF.SWAP3M.7Y,-0.56
CHF.SWAP3M.8Y,-0.4945
CHF.SWAP3M.9Y,-0.4125
CHF.SWAP3M.10Y,-0.3525
CHF.SWAP3M.11Y,-0.2775
CHF.SWAP3M.12Y,-0.2325
CHF.SWAP3M.15Y,-0.0875
CHF.SWAP3M.20Y,0.03
CHF.SWAP3M.25Y,0.0675
CHF.SWAP3M.30Y,0.0875
HUF.DEPOSIT.6M,0.25
HUF.FRA.1M,0.2525
HUF.FRA.2M,0.2625
HUF.FRA.3M,0.265
HUF.FRA.4M,0.305
HUF.FRA.5M,0.32
HUF.FRA.6M,0.3
HUF.SWAP.2Y,0.3775
HUF.SWAP.3Y,0.5038
HUF.SWAP.4Y,0.635
HUF.SWAP.5Y,0.76
HUF.SWAP.6Y,0.875
HUF.SWAP.7Y,0.99
HUF.SWAP.8Y,1.1138
HUF.SWAP.9Y,1.2238
HUF.SWAP.10Y,1.3275000000000001
HUF.SWAP.12Y,1.5074999999999998
HUF.SWAP.15Y,1.74
HUF.SWAP.20Y,2.02
JPY.ON.1D,-0.042
JPY.OIS.1W,-0.05752
JPY.OIS.2W,-0.0575
JPY.OIS.3W,-0.06538
JPY.OIS.1M,-0.067
JPY.OIS.2M,-0.085
JPY.OIS.3M,-0.099
JPY.OIS.4M,-0.106
JPY.OIS.5M,-0.1138
JPY.OIS.6M,-0.12
JPY.OIS.7M,-0.126
JPY.OIS.8M,-0.133
JPY.OIS.9M,-0.1375
JPY.OIS.10M,-0.1425
JPY.OIS.11M,-0.14375
JPY.OIS.12M,-0.14625
JPY.OIS.18M,-0.16125
JPY.OIS.2Y,-0.1725
JPY.OIS.3Y,-0.1781
JPY.OIS.4Y,-0.1744
JPY.OIS.5Y,-0.1619
JPY.OIS.6Y,-0.1425
JPY.OIS.7Y,-0.12125
JPY.OIS.8Y,-0.0975
JPY.OIS.9Y,-0.07125
JPY.OIS.10Y,-0.0475
JPY.OIS.11Y,-0.0175
JPY.OIS.12Y,0.00875
JPY.OIS.15Y,0.0825
JPY.OIS.20Y,0.175
JPY.OIS.25Y,0.2356
JPY.OIS.30Y,0.28
JPY.OIS.35Y,0.29125
JPY.OIS.40Y,0.29625
KRW.DEPOSIT.1D,1.48
KRW.DEPOSIT.3M,1.54
KRW.SWAP.6M,1.458
KRW.SWAP.9M,1.4075
KRW.SWAP.1Y,1.37
KRW.SWAP.2Y,1.275
KRW.SWAP.3Y,1.24
KRW.SWAP.4Y,1.2225
KRW.SWAP.5Y,1.2075
KRW.SWAP.7Y,1.2
KRW.SWAP.10Y,1.2275
KRW.SWAP.12Y,1.2425
KRW.SWAP.15Y,1.23
KRW.SWAP.20Y,1.155
ZAR.DEPOSIT.3M,6.808
ZAR.FRA3M.1M,6.635
ZAR.FRA3M.2M,6.615
ZAR.FRA3M.3M,6.525
ZAR.FRA3M.4M,6.515
ZAR.FRA3M.5M,6.45
ZAR.FRA3M.6M,6.445
ZAR.FRA3M.7M,6.4
ZAR.FRA3M.8M,6.39
ZAR.FRA3M.9M,6.36
ZAR.FRA3M.12M,6.36
ZAR.FRA3M.15M,6.395
ZAR.FRA3M.18M,6.44
ZAR.FRA3M.21M,6.5
ZAR.SWAP3M.3Y,6.585
ZAR.SWAP3M.4Y,6.72
ZAR.SWAP3M.5Y,6.865
ZAR.SWAP3M.6Y,7.015
ZAR.SWAP3M.7Y,7.17
ZAR.SWAP3M.8Y,7.314
ZAR.SWAP3M.9Y,7.444
ZAR.SWAP3M.10Y,7.555
ZAR.SWAP3M.12Y,7.73
ZAR.SWAP3M.15Y,7.895
ZAR.SWAP3M.20Y,7.955
ZAR.SWAP3M.25Y,7.895
ZAR.SWAP3M.30Y,7.79
USD.DEPOSIT.1M,2.02475
USD.DEPOSIT.3M,2.13938
USD.DEPOSIT.6M,2.07025
USD.FUTURE.1,97.8525
USD.FUTURE.2,97.945
USD.FUTURE.3,98.205
USD.FUTURE.4,98.305
USD.FUTURE.5,98.365
USD.FUTURE.6,98.35
USD.SWAP3M.3M,2.142
USD.SWAP3M.6M,2.1268
USD.SWAP3M.9M,2.0223
USD.SWAP3M.1Y,1.955
USD.SWAP3M.18M,1.8542
USD.SWAP3M.2Y,1.7885
USD.SWAP3M.3Y,1.7199
USD.SWAP3M.4Y,1.6915
USD.SWAP3M.5Y,1.6861000000000002
USD.SWAP3M.6Y,1.6964000000000001
USD.SWAP3M.7Y,1.7133
USD.SWAP3M.8Y,1.7345000000000002
USD.SWAP3M.9Y,1.7593999999999999
USD.SWAP3M.10Y,1.7854999999999999
USD.SWAP3M.11Y,1.8077
USD.SWAP3M.12Y,1.8283
USD.SWAP3M.15Y,1.8784
USD.SWAP3M.20Y,1.9333
USD.SWAP3M.25Y,1.9535
USD.SWAP3M.30Y,1.96
USD.SWAP3M.40Y,1.94
USD.SWAP3M.50Y,1.9102999999999999
USD.BASIS3M6M.1Y,1.25
USD.BASIS3M6M.18M,2.625
USD.BASIS3M6M.2Y,3.7
USD.BASIS3M6M.3Y,4.625
USD.BASIS3M6M.4Y,5.375
USD.BASIS3M6M.5Y,6.0
USD.BASIS3M6M.7Y,7.625
USD.BASIS3M6M.10Y,8.65
USD.BASIS3M6M.12Y,9.175
USD.BASIS3M6M.15Y,9.75
USD.BASIS3M6M.20Y,10.375
USD.BASIS3M6M.25Y,10.74
USD.BASIS3M6M.30Y,11.05
USD.BASIS3M1M.3M,18.23
USD.BASIS3M1M.6M,23.375
USD.BASIS3M1M.9M,21.125
USD.BASIS3M1M.1Y,18.875
USD.BASIS3M1M.18M,16.875
USD.BASIS3M1M.2Y,15.4
USD.BASIS3M1M.3Y,13.75
USD.BASIS3M1M.4Y,12.75
USD.BASIS3M1M.5Y,12.125
USD.BASIS3M1M.7Y,11.45
USD.BASIS3M1M.10Y,10.95
USD.BASIS3M1M.12Y,10.375
USD.BASIS3M1M.15Y,10.625
USD.BASIS3M1M.20Y,10.5
USD.BASIS3M1M.25Y,9.863
USD.BASIS3M1M.30Y,10.63
SEK.ON.1D,-0.25
SEK.OIS.1M,-0.234
SEK.OIS.2M,-0.234
SEK.OIS.3M,-0.234
SEK.OIS.6M,-0.236
SEK.OIS.9M,-0.229
SEK.OIS.1Y,-0.219
SEK.OIS.18M,-0.2035
SEK.OIS.2Y,-0.183
SEK.OIS.3Y,-0.187
SEK.OIS.4Y,-0.13
SEK.OIS.5Y,-0.065
SEK.OIS.6Y,0.004
SEK.OIS.7Y,0.0675
SEK.OIS.8Y,0.139
SEK.OIS.9Y,0.208
SEK.OIS.10Y,0.2745
SEK.OIS.12Y,0.3985
SEK.OIS.15Y,0.5435
SEK.OIS.20Y,0.694
SEK.OIS.25Y,0.704
SEK.OIS.30Y,0.746
HKD.DEPOSIT.3M,2.2746399999999998
HKD.FRA.3M,2.31
HKD.FRA.6M,1.99
HKD.SWAP.1Y,2.135
HKD.SWAP.18M,2.025
HKD.SWAP.2Y,1.9449999999999998
HKD.SWAP.3Y,1.835
HKD.SWAP.4Y,1.775
HKD.SWAP.5Y,1.755
HKD.SWAP.7Y,1.745
HKD.SWAP.10Y,1.7650000000000001
HKD.SWAP.12Y,1.78
HKD.SWAP.15Y,1.815
JPY.DEPOSIT.6M,-0.04433
JPY.FRA.1M,-0.05875
JPY.FRA.2M,-0.07125
JPY.FRA.3M,-0.085
JPY.FRA.4M,-0.09
JPY.FRA.5M,-0.095
JPY.FRA.6M,-0.1
JPY.SWAP.18M,-0.09125
JPY.SWAP.2Y,-0.1025
JPY.SWAP.3Y,-0.1055
JPY.SWAP.4Y,-0.10625
JPY.SWAP.5Y,-0.09125
JPY.SWAP.6Y,-0.07
JPY.SWAP.7Y,-0.04875
JPY.SWAP.8Y,-0.0225
JPY.SWAP.9Y,-0.011
JPY.SWAP.10Y,0.03125
JPY.SWAP.12Y,0.08312
JPY.SWAP.15Y,0.155
JPY.SWAP.20Y,0.245
JPY.SWAP.25Y,0.30187
JPY.SWAP.30Y,0.34625
JPY.SWAP.35Y,0.35375
JPY.SWAP.40Y,0.3625
NZD.ON.1D,1.0
NZD.OIS.1M,0.9825
NZD.OIS.2M,0.97
NZD.OIS.3M,0.9275
NZD.OIS.4M,0.906
NZD.OIS.5M,0.89
NZD.OIS.6M,0.8675
NZD.OIS.9M,0.815
NZD.OIS.1Y,0.78
NZD.OIS.18M,0.743
NZD.OIS.2Y,0.734
NZD.OIS.3Y,0.749
NZD.OIS.4Y,0.781
NZD.OIS.5Y,0.829
NZD.OIS.6Y,0.91
NZD.OIS.7Y,0.9825
NZD.OIS.8Y,1.05
NZD.OIS.9Y,1.1125
NZD.OIS.10Y,1.16
NZD.OIS.12Y,1.275
NZD.OIS.15Y,1.4025
NZD.OIS.20Y,1.5525
SGD.DEPOSIT.6M,1.69192
SGD.SWAP.1Y,1.645
SGD.SWAP.18M,1.62
SGD.SWAP.2Y,1.6025
SGD.SWAP.3Y,1.593
SGD.SWAP.4Y,1.5975000000000001
SGD.SWAP.5Y,1.6075
SGD.SWAP.6Y,1.63
SGD.SWAP.7Y,1.6575
SGD.SWAP.8Y,1.685
SGD.SWAP.9Y,1.7138
SGD.SWAP.10Y,1.7475
SGD.SWAP.12Y,1.8125
SGD.SWAP.15Y,1.865
SGD.SWAP.20Y,1.9275
SGD.SWAP.30Y,1.94875
THB.DEPOSIT.1W,1.54
THB.DEPOSIT.1M,1.3984
THB.DEPOSIT.2M,1.4889999999999999
THB.DEPOSIT.3M,1.4321
THB.DEPOSIT.6M,1.3831
THB.SWAP.1Y,1.315
THB.SWAP.2Y,1.295
THB.SWAP.3Y,1.32
THB.SWAP.4Y,1.355
THB.SWAP.5Y,1.38
THB.SWAP.7Y,1.435
THB.SWAP.10Y,1.5150000000000001
THB.SWAP.12Y,1.55
THB.SWAP.15Y,1.6099999999999999
THB.SWAP.20Y,1.7
CZK.DEPOSIT.6M,2.16
CZK.FRA.1M,2.155
CZK.FRA.2M,2.145
CZK.FRA.3M,2.12
CZK.FRA.4M,2.13
CZK.FRA.5M,2.103
CZK.FRA.6M,2.093
CZK.FRA.12M,1.943
CZK.SWAP.2Y,2.01495
CZK.SWAP.3Y,1.8900000000000001
CZK.SWAP.4Y,1.775
CZK.SWAP.5Y,1.67
CZK.SWAP.6Y,1.56
CZK.SWAP.7Y,1.525
CZK.SWAP.8Y,1.47
CZK.SWAP.9Y,1.4425
CZK.SWAP.10Y,1.435
CZK.SWAP.12Y,1.42
CZK.SWAP.15Y,1.505
CZK.SWAP.20Y,1.49
CZK.SWAP.30Y,1.53
GBP.ON.1D,0.708
GBP.OIS.1W,0.71
GBP.OIS.2W,0.708
GBP.OIS.1M,0.708
GBP.OIS.2M,0.708
GBP.OIS.3M,0.704
GBP.OIS.4M,0.69893
GBP.OIS.5M,0.69475
GBP.OIS.6M,0.692
GBP.OIS.7M,0.686
GBP.OIS.8M,0.68175
GBP.OIS.9M,0.679
GBP.OIS.10M,0.673
GBP.OIS.11M,0.67
GBP.OIS.1Y,0.671
GBP.OIS.18M,0.65908
GBP.OIS.2Y,0.657
GBP.OIS.3Y,0.641
GBP.OIS.4Y,0.63125
GBP.OIS.5Y,0.6251
GBP.OIS.6Y,0.627
GBP.OIS.7Y,0.6315
GBP.OIS.8Y,0.63875
GBP.OIS.9Y,0.6485
GBP.OIS.10Y,0.659
GBP.OIS.12Y,0.67825
GBP.OIS.15Y,0.69875
GBP.OIS.20Y,0.7121
GBP.OIS.25Y,0.711
GBP.OIS.30Y,0.7099
GBP.OIS.40Y,0.7105
GBP.OIS.50Y,0.7035
EUR.DEPOSIT.1M,-0.438
EUR.SWAP1M.2M,-0.455
EUR.SWAP1M.3M,-0.4475
EUR.SWAP1M.4M,-0.459
EUR.SWAP1M.5M,-0.468
EUR.SWAP1M.6M,-0.477
EUR.SWAP1M.7M,-0.484
EUR.SWAP1M.8M,-0.491
EUR.SWAP1M.9M,-0.494
EUR.SWAP1M.10M,-0.508
EUR.SWAP1M.11M,-0.514
EUR.SWAP1M.1Y,-0.522
EUR.SWAP1M.15M,-0.532
EUR.SWAP1M.18M,-0.535
EUR.SWAP1M.21M,-0.551
EUR.SWAP1M.2Y,-0.543
EUR.SWAP1M.3Y,-0.549
EUR.SWAP1M.4Y,-0.516
EUR.SWAP1M.5Y,-0.469
EUR.SWAP1M.6Y,-0.413
EUR.SWAP1M.7Y,-0.3473
EUR.SWAP1M.8Y,-0.277
EUR.SWAP1M.9Y,-0.201
EUR.SWAP1M.10Y,-0.128
EUR.SWAP1M.12Y,0.002
EUR.SWAP1M.15Y,0.167
EUR.SWAP1M.20Y,0.322
EUR.SWAP1M.25Y,0.378
EUR.SWAP1M.30Y,0.395
EUR.DEPOSIT.1W,-0.425
EUR.DEPOSIT.12M,-0.325
EUR.BASIS6M12M.2Y,8.3
EUR.BASIS6M12M.3Y,8.5
EUR.BASIS6M12M.4Y,9.6
EUR.BASIS6M12M.5Y,8.95
EUR.BASIS6M12M.6Y,9.5
EUR.BASIS6M12M.7Y,9.45
EUR.BASIS6M12M.8Y,9.4
EUR.BASIS6M12M.9Y,9.3
EUR.BASIS6M12M.10Y,9.225
EUR.BASIS6M12M.11Y,8.7
EUR.BASIS6M12M.12Y,8.6
EUR.BASIS6M12M.15Y,8.8
EUR.BASIS6M12M.20Y,8.5
EUR.BASIS6M12M.25Y,8.2
EUR.BASIS6M12M.30Y,7.9
AUD.DEPOSIT.6M,1.11
AUD.SWAP3M.3M,1.03
AUD.SWAP3M.6M,1.02766
AUD.SWAP3M.9M,0.99944
AUD.SWAP3M.1Y,0.99925
AUD.SWAP3M.18M,0.92
AUD.SWAP3M.2Y,0.95443
AUD.SWAP3M.3Y,0.96313
AUD.BASIS1M3M.3M,4.625
AUD.BASIS1M3M.6M,5.0
AUD.BASIS1M3M.9M,5.25
AUD.BASIS1M3M.1Y,5.5
AUD.BASIS1M3M.2Y,5.0
AUD.BASIS1M3M.3Y,4.625
AUD.BASIS1M3M.4Y,4.25
AUD.BASIS1M3M.5Y,4.0
AUD.BASIS1M3M.6Y,4.0
AUD.BASIS1M3M.7Y,3.875
AUD.BASIS1M3M.8Y,3.75
AUD.BASIS1M3M.9Y,3.625
AUD.BASIS1M3M.10Y,3.625
AUD.BASIS1M3M.12Y,3.625
AUD.BASIS1M3M.15Y,3.625
AUD.BASIS1M3M.20Y,3.625
AUD.BASIS1M3M.25Y,2.875
AUD.BASIS1M3M.30Y,2.375
AUD.BASIS3M6M.1Y,9.75
AUD.BASIS3M6M.2Y,8.875
AUD.BASIS3M6M.3Y,8.25
AUD.SWAP.4Y,1.055
AUD.SWAP.5Y,1.09375
AUD.SWAP.6Y,1.16
AUD.SWAP.7Y,1.2175
AUD.SWAP.8Y,1.2725
AUD.SWAP.9Y,1.3225
AUD.SWAP.10Y,1.37125
AUD.SWAP.12Y,1.465
AUD.SWAP.15Y,1.5737999999999999
AUD.SWAP.20Y,1.6875
AUD.SWAP.25Y,1.7337500000000001
AUD.SWAP.30Y,1.72875
AUD.DEPOSIT.3M,1.03
AUD.BASIS6M3M.4Y,7.875
AUD.BASIS6M3M.5Y,7.5
AUD.BASIS6M3M.6Y,7.125
AUD.BASIS6M3M.7Y,6.625
AUD.BASIS6M3M.8Y,6.375
AUD.BASIS6M3M.9Y,6.0
AUD.BASIS6M3M.10Y,5.875
AUD.BASIS6M3M.12Y,5.5
AUD.BASIS6M3M.15Y,4.875
AUD.BASIS6M3M.20Y,4.25
AUD.BASIS6M3M.25Y,3.85
AUD.BASIS6M3M.30Y,3.75
AUD.FUTURE.1,98.97
AUD.FUTURE.2,99.08
AUD.FUTURE.3,99.13
AUD.FUTURE.4,99.16
AUD.FUTURE.5,99.13
AUD.FUTURE.6,99.13
JPY.DEPOSIT.3M,-0.08983
JPY.FRA3M.1M,-0.115
JPY.FRA3M.2M,-0.1075
JPY.FRA3M.3M,-0.1085
JPY.FRA3M.4M,-0.135
JPY.FRA3M.5M,-0.14
JPY.FRA3M.6M,-0.1065
JPY.FRA3M.7M,-0.1572
JPY.FRA3M.8M,-0.16285
JPY.FRA3M.9M,-0.18
JPY.BASIS3M6M.18M,6.25
JPY.BASIS3M6M.2Y,6.25
JPY.BASIS3M6M.3Y,6.25
JPY.BASIS3M6M.4Y,6.125
JPY.BASIS3M6M.5Y,6.25
JPY.BASIS3M6M.6Y,6.375
JPY.BASIS3M6M.7Y,6.5
JPY.BASIS3M6M.8Y,6.6875
JPY.BASIS3M6M.9Y,6.75
JPY.BASIS3M6M.10Y,6.875
JPY.BASIS3M6M.12Y,6.8125
JPY.BASIS3M6M.15Y,6.875
JPY.BASIS3M6M.20Y,6.5
JPY.BASIS3M6M.25Y,6.4375
JPY.BASIS3M6M.30Y,6.5
JPY.BASIS3M6M.35Y,6.3125
JPY.BASIS3M6M.40Y,6.3125
HUF.DEPOSIT.3M,0.21
HUF.FRA3M.1M,0.2225
HUF.FRA3M.2M,0.2325
HUF.FRA3M.3M,0.235
HUF.FRA3M.4M,0.2391
HUF.FRA3M.5M,0.2508
HUF.FRA3M.6M,0.27
HUF.FRA3M.9M,0.295
HUF.FRA3M.12M,0.335
HUF.BASIS6M3M.2Y,4.5
HUF.BASIS6M3M.3Y,5.0
HUF.BASIS6M3M.4Y,4.75
HUF.BASIS6M3M.5Y,4.5
HUF.BASIS6M3M.6Y,3.9
HUF.BASIS6M3M.7Y,3.8
HUF.BASIS6M3M.8Y,3.7
HUF.BASIS6M3M.9Y,3.7
HUF.BASIS6M3M.10Y,3.7
CZK.DEPOSIT.3M,2.14
CZK.FRA3M.1M,2.14
CZK.FRA3M.2M,2.137
CZK.FRA3M.3M,2.135
CZK.FRA3M.4M,2.11
CZK.FRA3M.5M,2.078
CZK.FRA3M.6M,2.065
CZK.FRA3M.7M,2.031
CZK.FRA3M.8M,1.9969999999999999
CZK.FRA3M.9M,1.988
CZK.FRA3M.12M,1.923
CZK.BASIS6M3M.2Y,6.3
CZK.BASIS6M3M.3Y,6.5
CZK.BASIS6M3M.4Y,7.0
CZK.BASIS6M3M.5Y,7.5
CZK.BASIS6M3M.6Y,8.5
CZK.BASIS6M3M.7Y,9.8
CZK.BASIS6M3M.8Y,11.45
CZK.BASIS6M3M.9Y,13.2
CZK.BASIS6M3M.10Y,14.7
GBP.DEPOSIT.3M,0.78463
GBP.FUTURE.1,99.2
GBP.FUTURE.2,99.165
GBP.FUTURE.3,99.215
GBP.FUTURE.4,99.225
GBP.FUTURE.5,99.235
GBP.FUTURE.6,99.215
GBP.FUTURE.7,99.23
GBP.FUTURE.8,99.225
GBP.FUTURE.9,99.22
GBP.FUTURE.10,99.215
GBP.SWAP3M.1Y,0.7955
GBP.SWAP3M.2Y,0.791
GBP.SWAP3M.3Y,0.7915
GBP.SWAP3M.4Y,0.7885
GBP.SWAP3M.5Y,0.7861
