quote,value
GBP.SWAP3M.6Y,0.788
GBP.SWAP3M.7Y,0.793
GBP.SWAP3M.8Y,0.8025
GBP.SWAP3M.9Y,0.8135
GBP.SWAP3M.10Y,0.825
GBP.SWAP3M.11Y,0.8362
GBP.SWAP3M.12Y,0.8449
GBP.SWAP3M.15Y,0.865
GBP.SWAP3M.20Y,0.878
GBP.SWAP3M.25Y,0.876
GBP.SWAP3M.30Y,0.876
GBP.SWAP3M.40Y,0.8765
GBP.DEPOSIT.6M,0.8405
GBP.FRA.1M,0.871
GBP.FRA.2M,0.869
GBP.FRA.3M,0.862
GBP.FRA.4M,0.8485
GBP.FRA.5M,0.84
GBP.FRA.6M,0.849
GBP.FRA.9M,0.825
GBP.FRA.12M,0.854
GBP.SWAP.2Y,0.8433
GBP.SWAP.3Y,0.8475
GBP.SWAP.4Y,0.84625
GBP.SWAP.5Y,0.8515
GBP.SWAP.6Y,0.85023
GBP.SWAP.7Y,0.85737
GBP.SWAP.8Y,0.867
GBP.SWAP.9Y,0.88759
GBP.SWAP.10Y,0.8967
GBP.SWAP.12Y,0.91239
GBP.SWAP.15Y,0.9349
GBP.SWAP.20Y,0.9505
GBP.SWAP.25Y,0.947
GBP.SWAP.30Y,0.9465
GBP.SWAP.40Y,0.94675
GBP.SWAP.50Y,0.9414
GBP.DEPOSIT.1W,0.68825
GBP.DEPOSIT.1M,0.71225
GBP.SWAP1M.2M,0.719
GBP.SWAP1M.3M,0.7235
GBP.SWAP1M.6M,0.711
GBP.SWAP1M.9M,0.702
GBP.BASIS3M1M.1Y,9.445
GBP.BASIS3M1M.2Y,8.8
GBP.BASIS3M1M.3Y,8.6
GBP.BASIS3M1M.4Y,8.2
GBP.BASIS3M1M.5Y,8.15
GBP.BASIS3M1M.6Y,8.046
GBP.BASIS3M1M.7Y,7.8
GBP.BASIS3M1M.8Y,7.7
GBP.BASIS3M1M.9Y,7.5
GBP.BASIS3M1M.10Y,7.746
GBP.BASIS3M1M.12Y,7.2
GBP.BASIS3M1M.15Y,7.496
GBP.BASIS3M1M.20Y,7.346
GBP.BASIS3M1M.25Y,7.246
GBP.BASIS3M1M.30Y,7.196
SGD.DEPOSIT.3M,1.7465000000000002
SGD.SWAP3M.6M,1.685
SGD.SWAP3M.9M,1.67
SGD.BASIS6M3M.1Y,2.75
SGD.BASIS6M3M.18M,2.25
SGD.BASIS6M3M.2Y,2.0
SGD.BASIS6M3M.3Y,1.5
SGD.BASIS6M3M.4Y,0.815
SGD.BASIS6M3M.5Y,0.5
SGD.BASIS6M3M.6Y,0.375
SGD.BASIS6M3M.7Y,0.375
SGD.BASIS6M3M.8Y,0.37
SGD.BASIS6M3M.9Y,0.37
SGD.BASIS6M3M.10Y,-0.125
SGD.BASIS6M3M.12Y,0.5
SGD.BASIS6M3M.15Y,0.0
SGD.BASIS6M3M.20Y,-1.0
SGD.BASIS6M3M.30Y,0.375
SEK.DEPOSIT.3M,-0.037
SEK.IMMFRA.1,-0.106
SEK.IMMFRA.2,-0.041
SEK.IMMFRA.3,-0.041
SEK.IMMFRA.4,-0.041
SEK.IMMFRA.5,-0.0555
SEK.SWAP3M.2Y,-0.0484
SEK.SWAP3M.3Y,-0.0225
SEK.SWAP3M.4Y,0.0175
SEK.SWAP3M.5Y,0.0725
SEK.SWAP3M.6Y,0.1375
SEK.SWAP3M.7Y,0.205
SEK.SWAP3M.8Y,0.285
SEK.SWAP3M.9Y,0.3634
SEK.SWAP3M.10Y,0.4175
SEK.SWAP3M.15Y,0.575
SEK.SWAP3M.20Y,0.805
SEK.SWAP3M.30Y,0.8525
MXN.DEPOSIT.28D,8.2
MXN.SWAP.3M,8.03
MXN.SWAP.6M,7.82
MXN.SWAP.9M,7.615
MXN.SWAP.1Y,7.405
MXN.SWAP.2Y,6.9975000000000005
MXN.SWAP.3Y,6.83
MXN.SWAP.4Y,6.8149999999999995
MXN.SWAP.5Y,6.825
MXN.SWAP.7Y,6.905
MXN.SWAP.10Y,7.07
MXN.SWAP.15Y,7.285
MXN.SWAP.20Y,7.38
MXN.SWAP.30Y,7.435
DKK.ON.1D,-0.6337
DKK.OIS.1M,-0.645
DKK.OIS.2M,-0.64
DKK.OIS.3M,-0.63
DKK.OIS.6M,-0.649
DKK.OIS.9M,-0.668
DKK.OIS.1Y,-0.679
DKK.OIS.18M,-0.6933
DKK.OIS.2Y,-0.6978
DKK.OIS.3Y,-0.6888
DKK.OIS.4Y,-0.6721
DKK.OIS.5Y,-0.6291
DKK.OIS.6Y,-0.593
DKK.OIS.7Y,-0.53
DKK.OIS.8Y,-0.4582
DKK.OIS.9Y,-0.393
DKK.OIS.10Y,-0.3275
DKK.OIS.12Y,-0.2015
DKK.OIS.15Y,-0.047
DKK.OIS.20Y,0.095
DKK.OIS.25Y,0.143
DKK.OIS.30Y,0.148
DKK.DEPOSIT.6M,-0.29
DKK.FRA.2,-0.35
DKK.SWAP.2Y,-0.3334
DKK.SWAP.3Y,-0.3209
DKK.SWAP.4Y,-0.3028
DKK.SWAP.5Y,-0.267
DKK.SWAP.6Y,-0.1843
DKK.SWAP.7Y,-0.1207
DKK.SWAP.8Y,-0.0523
DKK.SWAP.9Y,0.0171
DKK.SWAP.10Y,0.0688
DKK.SWAP.12Y,0.2114
DKK.SWAP.15Y,0.3386
DKK.SWAP.20Y,0.4688
DKK.SWAP.25Y,0.5272
DKK.SWAP.30Y,0.5073
DKK.DEPOSIT.3M,-0.4275
DKK.FRA3M.1,-0.49
DKK.FRA3M.2,-0.5
DKK.FRA3M.3,-0.5
DKK.FRA3M.4,-0.497
DKK.FRA3M.5,-0.5
DKK.BASIS6M3M.2Y,15.3
DKK.BASIS6M3M.3Y,15.344
DKK.BASIS6M3M.4Y,15.125
DKK.BASIS6M3M.5Y,14.75
DKK.BASIS6M3M.6Y,14.5
DKK.BASIS6M3M.7Y,14.25
DKK.BASIS6M3M.8Y,13.7
DKK.BASIS6M3M.9Y,13.2
DKK.BASIS6M3M.10Y,12.754
NOK.DEPOSIT.6M,1.8
NOK.FRA.2,1.875
NOK.FRA.3,1.825
NOK.FRA.4,1.79
NOK.FRA.5,1.7850000000000001
NOK.SWAP.2Y,1.8159999999999998
NOK.SWAP.3Y,1.7770000000000001
NOK.SWAP.4Y,1.758
NOK.SWAP.5Y,1.75
NOK.SWAP.6Y,1.7475
NOK.SWAP.7Y,1.7525
NOK.SWAP.8Y,1.7675
NOK.SWAP.9Y,1.78
NOK.SWAP.10Y,1.794
NOK.SWAP.12Y,1.8090000000000002
NOK.SWAP.15Y,1.849
NOK.SWAP.20Y,1.899
NOK.SWAP.25Y,1.899
NOK.SWAP.30Y,1.92
NOK.DEPOSIT.3M,1.65
NOK.FRA3M.1,1.85
NOK.FRA3M.2,1.775
NOK.FRA3M.3,1.745
NOK.FRA3M.4,1.72
NOK.FRA3M.5,1.7349999999999999
NOK.BASIS6M3M.2Y,5.8
NOK.BASIS6M3M.3Y,5.79
NOK.BASIS6M3M.4Y,5.78
NOK.BASIS6M3M.5Y,5.78
NOK.BASIS6M3M.6Y,5.77
NOK.BASIS6M3M.7Y,5.77
NOK.BASIS6M3M.8Y,5.76
NOK.BASIS6M3M.9Y,5.76
NOK.BASIS6M3M.10Y,5.78
CLP.OIS.3M,1.9300000000000002
CLP.OIS.6M,1.8050000000000002
CLP.OIS.9M,1.755
CLP.OIS.12M,1.74
CLP.OIS.18M,1.705
CLP.OIS.2Y,1.77
CLP.OIS.3Y,1.905
CLP.OIS.4Y,2.057
CLP.OIS.5Y,2.175
CLP.OIS.6Y,2.27
CLP.OIS.7Y,2.39
CLP.OIS.8Y,2.465
CLP.OIS.9Y,2.555
CLP.OIS.10Y,2.615
CLP.OIS.15Y,2.76
CLP.OIS.20Y,2.855
NZD.DEPOSIT.3M,1.15
NZD.FUTURE.1,98.91
NZD.FUTURE.2,99.01
NZD.FUTURE.3,99.03
NZD.FUTURE.4,99.04
NZD.FUTURE.5,99.05
NZD.FUTURE.6,99.05
NZD.SWAP3M.2Y,1.015
NZD.SWAP3M.3Y,1.015
NZD.SWAP3M.4Y,1.045
NZD.SWAP3M.5Y,1.0925
NZD.SWAP3M.6Y,1.1575
NZD.SWAP3M.7Y,1.23
NZD.SWAP3M.8Y,1.2974999999999999
NZD.SWAP3M.9Y,1.3599999999999999
NZD.SWAP3M.10Y,1.4175
NZD.SWAP3M.12Y,1.5225
NZD.SWAP3M.15Y,1.6475
NZD.SWAP3M.20Y,1.7974999999999999
USD.ON.1D,2.14
USD.OIS.1W,1.9569999999999999
USD.OIS.2W,1.944
USD.OIS.3W,1.9195
USD.OIS.1M,1.916
USD.OIS.2M,1.8780000000000001
USD.OIS.3M,1.847
USD.OIS.4M,1.808
USD.OIS.5M,1.7711000000000001
USD.OIS.6M,1.7447
USD.OIS.9M,1.6696
USD.OIS.12M,1.617
USD.OIS.18M,1.5321
USD.OIS.2Y,1.4798
USD.OIS.3Y,1.425
USD.OIS.4Y,1.404
USD.OIS.5Y,1.399
CAD.ON.1D,1.7452
CAD.OIS.1W,1.75
CAD.OIS.2W,1.751
CAD.OIS.1M,1.756
CAD.OIS.2M,1.7469999999999999
CAD.OIS.3M,1.738
CAD.OIS.4M,1.732
CAD.OIS.5M,1.7229999999999999
CAD.OIS.6M,1.717
CAD.OIS.9M,1.696
CAD.OIS.1Y,1.679
CAD.OIS.2Y,1.583
CAD.OIS.3Y,1.5470000000000002
CAD.OIS.4Y,1.5070000000000001
CAD.OIS.5Y,1.486
CAD.DEPOSIT.1D,1.75
CAD.DEPOSIT.1M,1.95125
CAD.DEPOSIT.2M,1.96
CAD.DEPOSIT.3M,1.97125
CAD.FUTURE.1,98.02
CAD.FUTURE.2,97.95
CAD.FUTURE.3,98.03
CAD.FUTURE.4,98.075
CAD.FUTURE.5,98.125
CAD.FUTURE.6,98.155
CAD.SWAP.2Y,1.9026
CAD.SWAP.3Y,1.863
CAD.SWAP.4Y,1.8338
CAD.SWAP.5Y,1.8161
CAD.SWAP.6Y,1.8122
CAD.SWAP.7Y,1.818
CAD.SWAP.8Y,1.8315000000000001
CAD.SWAP.9Y,1.8555000000000001
CAD.SWAP.10Y,1.885
CAD.SWAP.12Y,1.9367
CAD.SWAP.15Y,2.0101
CAD.SWAP.20Y,2.085
CAD.SWAP.25Y,2.07
CAD.SWAP.30Y,2.0412
CAD.SWAP1M.2M,1.9300000000000002
CAD.SWAP1M.3M,1.94
CAD.SWAP1M.6M,1.97
CAD.SWAP1M.9M,1.966
CAD.SWAP1M.12M,1.9529999999999998
CAD.BASIS1M3M.2Y,3.0
CAD.BASIS1M3M.3Y,3.0
CAD.BASIS1M3M.4Y,3.0
CAD.BASIS1M3M.5Y,3.25
CAD.BASIS1M3M.7Y,3.0
CAD.BASIS1M3M.10Y,2.5
CAD.BASIS1M3M.12Y,2.55
CAD.BASIS1M3M.15Y,2.25
CAD.BASIS1M3M.20Y,2.0
CAD.BASIS1M3M.30Y,1.75
CNY.DEPOSIT.1D,2.38
CNY.DEPOSIT.7D,2.7
CNY.OIS.3M,2.665
CNY.OIS.6M,2.675
CNY.OIS.9M,2.675
CNY.OIS.1Y,2.6687
CNY.OIS.2Y,2.685
CNY.OIS.3Y,2.755
CNY.OIS.4Y,2.83
CNY.OIS.5Y,2.9013
CNY.OIS.7Y,3.035
CNY.OIS.10Y,3.185
