quote,value
GBP.SWAP3M.4Y,0.7398
GBP.SWAP3M.5Y,0.7331
GBP.SWAP3M.6Y,0.7316
GBP.SWAP3M.7Y,0.7359
GBP.SWAP3M.8Y,0.7445
GBP.SWAP3M.9Y,0.7547
GBP.SWAP3M.10Y,0.765
GBP.SWAP3M.11Y,0.7789
GBP.SWAP3M.12Y,0.783
GBP.SWAP3M.15Y,0.8028
GBP.SWAP3M.20Y,0.8158
GBP.SWAP3M.25Y,0.814
GBP.SWAP3M.30Y,0.8125
GBP.SWAP3M.40Y,0.8129
GBP.DEPOSIT.6M,0.8455
GBP.FRA.1M,0.845
GBP.FRA.2M,0.83
GBP.FRA.3M,0.83
GBP.FRA.4M,0.81
GBP.FRA.5M,0.8
GBP.FRA.6M,0.8
GBP.FRA.9M,0.79
GBP.FRA.12M,0.8
GBP.SWAP.2Y,0.8114
GBP.SWAP.3Y,0.80525
GBP.SWAP.4Y,0.79475
GBP.SWAP.5Y,0.7965
GBP.SWAP.6Y,0.79212
GBP.SWAP.7Y,0.79925
GBP.SWAP.8Y,0.80825
GBP.SWAP.9Y,0.819
GBP.SWAP.10Y,0.833
GBP.SWAP.12Y,0.85
GBP.SWAP.15Y,0.8757
GBP.SWAP.20Y,0.884
GBP.SWAP.25Y,0.8818
GBP.SWAP.30Y,0.88
GBP.SWAP.40Y,0.8805
GBP.SWAP.50Y,0.8765
GBP.DEPOSIT.1W,0.69375
GBP.DEPOSIT.1M,0.71413
GBP.SWAP1M.2M,0.716
GBP.SWAP1M.3M,0.709
GBP.SWAP1M.6M,0.696
GBP.SWAP1M.9M,0.681
GBP.BASIS3M1M.1Y,9.82
GBP.BASIS3M1M.2Y,8.8
GBP.BASIS3M1M.3Y,8.6
GBP.BASIS3M1M.4Y,8.25
GBP.BASIS3M1M.5Y,8.15
GBP.BASIS3M1M.6Y,8.046
GBP.BASIS3M1M.7Y,7.8
GBP.BASIS3M1M.8Y,7.8
GBP.BASIS3M1M.9Y,7.6
GBP.BASIS3M1M.10Y,7.746
GBP.BASIS3M1M.12Y,7.3
GBP.BASIS3M1M.15Y,7.496
GBP.BASIS3M1M.20Y,7.346
GBP.BASIS3M1M.25Y,7.246
GBP.BASIS3M1M.30Y,7.196
SGD.DEPOSIT.3M,1.7959399999999999
SGD.SWAP3M.6M,1.74
SGD.SWAP3M.9M,1.6800000000000002
SGD.BASIS6M3M.1Y,2.75
SGD.BASIS6M3M.18M,2.25
SGD.BASIS6M3M.2Y,2.0
SGD.BASIS6M3M.3Y,1.5
SGD.BASIS6M3M.4Y,0.815
SGD.BASIS6M3M.5Y,0.5
SGD.BASIS6M3M.6Y,0.375
SGD.BASIS6M3M.7Y,0.375
SGD.BASIS6M3M.8Y,0.37
SGD.BASIS6M3M.9Y,0.37
SGD.BASIS6M3M.10Y,-0.125
SGD.BASIS6M3M.12Y,0.375
SGD.BASIS6M3M.15Y,-1.625
SGD.BASIS6M3M.20Y,-2.125
SGD.BASIS6M3M.30Y,0.375
SEK.DEPOSIT.3M,-0.05
SEK.IMMFRA.1,-0.066
SEK.IMMFRA.2,-0.066
SEK.IMMFRA.3,-0.066
SEK.IMMFRA.4,-0.081
SEK.IMMFRA.5,-0.0705
SEK.SWAP3M.2Y,-0.0765
SEK.SWAP3M.3Y,-0.0575
SEK.SWAP3M.4Y,-0.0225
SEK.SWAP3M.5Y,0.031
SEK.SWAP3M.6Y,0.0945
SEK.SWAP3M.7Y,0.1625
SEK.SWAP3M.8Y,0.2345
SEK.SWAP3M.9Y,0.3025
SEK.SWAP3M.10Y,0.3675
SEK.SWAP3M.15Y,0.62
SEK.SWAP3M.20Y,0.735
SEK.SWAP3M.30Y,0.773
MXN.DEPOSIT.28D,8.1985
MXN.SWAP.3M,8.01
MXN.SWAP.6M,7.78
MXN.SWAP.9M,7.57
MXN.SWAP.1Y,7.34
MXN.SWAP.2Y,6.93
MXN.SWAP.3Y,6.775
MXN.SWAP.4Y,6.755
MXN.SWAP.5Y,6.765
MXN.SWAP.7Y,6.85
MXN.SWAP.10Y,7.025
MXN.SWAP.15Y,7.225
MXN.SWAP.20Y,7.31
MXN.SWAP.30Y,7.395
DKK.ON.1D,-0.6329
DKK.OIS.1M,-0.648
DKK.OIS.2M,-0.637
DKK.OIS.3M,-0.633
DKK.OIS.6M,-0.6479
DKK.OIS.9M,-0.667
DKK.OIS.1Y,-0.6838
DKK.OIS.18M,-0.7
DKK.OIS.2Y,-0.7061
DKK.OIS.3Y,-0.702
DKK.OIS.4Y,-0.6868
DKK.OIS.5Y,-0.648
DKK.OIS.6Y,-0.595
DKK.OIS.7Y,-0.5382
DKK.OIS.8Y,-0.474
DKK.OIS.9Y,-0.4061
DKK.OIS.10Y,-0.341
DKK.OIS.12Y,-0.2269
DKK.OIS.15Y,-0.0876
DKK.OIS.20Y,0.0426
DKK.OIS.25Y,0.0812
DKK.OIS.30Y,0.0763
DKK.DEPOSIT.6M,-0.29
DKK.FRA.2,-0.36
DKK.SWAP.2Y,-0.341
DKK.SWAP.3Y,-0.332
DKK.SWAP.4Y,-0.31
DKK.SWAP.5Y,-0.2694
DKK.SWAP.6Y,-0.227
DKK.SWAP.7Y,-0.171
DKK.SWAP.8Y,-0.106
DKK.SWAP.9Y,-0.039
DKK.SWAP.10Y,0.0277
DKK.SWAP.12Y,0.1459
DKK.SWAP.15Y,0.2895
DKK.SWAP.20Y,0.4066
DKK.SWAP.25Y,0.439
DKK.SWAP.30Y,0.437
DKK.DEPOSIT.3M,-0.4275
DKK.FRA3M.1,-0.4703
DKK.FRA3M.2,-0.5
DKK.FRA3M.3,-0.51
DKK.FRA3M.4,-0.5235
DKK.FRA3M.5,-0.52
DKK.BASIS6M3M.2Y,15.077
DKK.BASIS6M3M.3Y,15.305
DKK.BASIS6M3M.4Y,15.0
DKK.BASIS6M3M.5Y,14.75
DKK.BASIS6M3M.6Y,14.65
DKK.BASIS6M3M.7Y,14.242
DKK.BASIS6M3M.8Y,14.05
DKK.BASIS6M3M.9Y,13.75
DKK.BASIS6M3M.10Y,12.75
NOK.DEPOSIT.6M,1.78
NOK.FRA.2,1.825
NOK.FRA.3,1.8
NOK.FRA.4,1.79
NOK.FRA.5,1.763
NOK.SWAP.2Y,1.818
NOK.SWAP.3Y,1.775
NOK.SWAP.4Y,1.751
NOK.SWAP.5Y,1.738
NOK.SWAP.6Y,1.73
NOK.SWAP.7Y,1.737
NOK.SWAP.8Y,1.7475
NOK.SWAP.9Y,1.76
NOK.SWAP.10Y,1.775
NOK.SWAP.12Y,1.79
NOK.SWAP.15Y,1.835
NOK.SWAP.20Y,1.88
NOK.SWAP.25Y,1.8820000000000001
NOK.SWAP.30Y,1.895
NOK.DEPOSIT.3M,1.62
NOK.FRA3M.1,1.76
NOK.FRA3M.2,1.745
NOK.FRA3M.3,1.725
NOK.FRA3M.4,1.74
NOK.FRA3M.5,1.675
NOK.BASIS6M3M.2Y,5.4
NOK.BASIS6M3M.3Y,5.8
NOK.BASIS6M3M.4Y,5.85
NOK.BASIS6M3M.5Y,5.83
NOK.BASIS6M3M.6Y,5.82
NOK.BASIS6M3M.7Y,5.8100000000000005
NOK.BASIS6M3M.8Y,5.8
NOK.BASIS6M3M.9Y,5.79
NOK.BASIS6M3M.10Y,5.8100000000000005
CLP.OIS.3M,1.88
CLP.OIS.6M,1.795
CLP.OIS.9M,1.755
CLP.OIS.12M,1.7349999999999999
CLP.OIS.18M,1.7349999999999999
CLP.OIS.2Y,1.75
CLP.OIS.3Y,1.9
CLP.OIS.4Y,2.05
CLP.OIS.5Y,2.18
CLP.OIS.6Y,2.285
CLP.OIS.7Y,2.39
CLP.OIS.8Y,2.475
CLP.OIS.9Y,2.55
CLP.OIS.10Y,2.62
CLP.OIS.15Y,2.725
CLP.OIS.20Y,2.82
NZD.DEPOSIT.3M,1.148
NZD.FUTURE.1,98.92
NZD.FUTURE.2,99.03
NZD.FUTURE.3,99.05
NZD.FUTURE.4,99.07
NZD.FUTURE.5,99.09
NZD.FUTURE.6,99.09
NZD.SWAP3M.2Y,0.98
NZD.SWAP3M.3Y,0.9675
NZD.SWAP3M.4Y,0.9825
NZD.SWAP3M.5Y,1.0225
NZD.SWAP3M.6Y,1.0825
NZD.SWAP3M.7Y,1.1475
NZD.SWAP3M.8Y,1.2125
NZD.SWAP3M.9Y,1.2725
NZD.SWAP3M.10Y,1.33
NZD.SWAP3M.12Y,1.44
NZD.SWAP3M.15Y,1.565
NZD.SWAP3M.20Y,1.7149999999999999
USD.ON.1D,2.3
USD.OIS.1W,1.924
USD.OIS.2W,1.908
USD.OIS.3W,1.909
USD.OIS.1M,1.908
USD.OIS.2M,1.875
USD.OIS.3M,1.8439999999999999
USD.OIS.4M,1.802
USD.OIS.5M,1.762
USD.OIS.6M,1.734
USD.OIS.9M,1.6440000000000001
USD.OIS.12M,1.581
USD.OIS.18M,1.4809999999999999
USD.OIS.2Y,1.419
USD.OIS.3Y,1.355
USD.OIS.4Y,1.326
USD.OIS.5Y,1.324
CAD.ON.1D,1.752
CAD.OIS.1W,1.749
CAD.OIS.2W,1.749
CAD.OIS.1M,1.756
CAD.OIS.2M,1.7454
CAD.OIS.3M,1.733
CAD.OIS.4M,1.7229999999999999
CAD.OIS.5M,1.713
CAD.OIS.6M,1.702
CAD.OIS.9M,1.675
CAD.OIS.1Y,1.6545
CAD.OIS.2Y,1.5594999999999999
CAD.OIS.3Y,1.5070000000000001
CAD.OIS.4Y,1.476
CAD.OIS.5Y,1.454
CAD.DEPOSIT.1D,1.75
CAD.DEPOSIT.1M,1.955
CAD.DEPOSIT.2M,1.96
CAD.DEPOSIT.3M,1.97125
CAD.FUTURE.1,98.029
CAD.FUTURE.2,97.965
CAD.FUTURE.3,98.055
CAD.FUTURE.4,98.1
CAD.FUTURE.5,98.16
CAD.FUTURE.6,98.19
CAD.SWAP.2Y,1.8777
CAD.SWAP.3Y,1.833
CAD.SWAP.4Y,1.804
CAD.SWAP.5Y,1.7856
CAD.SWAP.6Y,1.78
CAD.SWAP.7Y,1.783
CAD.SWAP.8Y,1.7970000000000002
CAD.SWAP.9Y,1.8094999999999999
CAD.SWAP.10Y,1.8319999999999999
CAD.SWAP.12Y,1.8798
CAD.SWAP.15Y,1.958
CAD.SWAP.20Y,2.021
CAD.SWAP.25Y,2.001
CAD.SWAP.30Y,1.964
CAD.SWAP1M.2M,1.9595
CAD.SWAP1M.3M,1.959
CAD.SWAP1M.6M,1.9535
CAD.SWAP1M.9M,1.9449999999999998
CAD.SWAP1M.12M,1.9325
CAD.BASIS1M3M.2Y,3.0
CAD.BASIS1M3M.3Y,3.0
CAD.BASIS1M3M.4Y,3.25
CAD.BASIS1M3M.5Y,3.5
CAD.BASIS1M3M.7Y,3.0
CAD.BASIS1M3M.10Y,2.875
CAD.BASIS1M3M.12Y,2.55
CAD.BASIS1M3M.15Y,2.5
CAD.BASIS1M3M.20Y,2.5
CAD.BASIS1M3M.30Y,1.875
CNY.DEPOSIT.1D,2.58
CNY.DEPOSIT.7D,2.65
CNY.OIS.3M,2.6775
CNY.OIS.6M,2.695
CNY.OIS.9M,2.69
CNY.OIS.1Y,2.6925
CNY.OIS.2Y,2.725
CNY.OIS.3Y,2.7800000000000002
CNY.OIS.4Y,2.855
CNY.OIS.5Y,2.9262
CNY.OIS.7Y,3.06
CNY.OIS.10Y,3.21
