quote,value
EUR.FUTURE.1,100.435
EUR.FUTURE.2,100.485
EUR.FUTURE.3,100.51
EUR.FUTURE.4,100.525
EUR.FUTURE.5,100.535
EUR.FUTURE.6,100.53
EUR.FUTURE.7,100.525
EUR.FUTURE.8,100.52
EUR.FUTURE.9,100.515
EUR.FUTURE.10,100.5
EUR.FUTURE.11,100.485
EUR.FUTURE.12,100.465
EUR.SWAP3M.3Y,-0.5042
EUR.SWAP3M.4Y,-0.4925
EUR.SWAP3M.5Y,-0.4615
EUR.SWAP3M.6Y,-0.4158
EUR.SWAP3M.7Y,-0.3614
EUR.SWAP3M.8Y,-0.2995
EUR.SWAP3M.9Y,-0.2346
EUR.SWAP3M.10Y,-0.178
EUR.SWAP3M.11Y,-0.1091
EUR.SWAP3M.12Y,-0.051
EUR.SWAP3M.15Y,0.0971
EUR.SWAP3M.20Y,0.2341
EUR.SWAP3M.25Y,0.2822
EUR.SWAP3M.30Y,0.2885
EUR.SWAP3M.35Y,0.275
EUR.SWAP3M.40Y,0.2537
EUR.SWAP3M.50Y,0.2115
AUD.ON.1D,1.0
AUD.OIS.1W,0.995
AUD.OIS.1M,0.9175
AUD.OIS.2M,0.8638
AUD.OIS.3M,0.8138
AUD.OIS.4M,0.778
AUD.OIS.5M,0.753
AUD.OIS.6M,0.7279
AUD.OIS.9M,0.68
AUD.OIS.1Y,0.6475
AUD.OIS.18M,0.6225
AUD.OIS.2Y,0.588
AUD.OIS.3Y,0.64
AUD.OIS.4Y,0.653
AUD.OIS.5Y,0.683
AUD.OIS.6Y,0.738
AUD.OIS.7Y,0.79
AUD.OIS.8Y,0.843
AUD.OIS.9Y,0.895
AUD.OIS.10Y,0.948
AUD.OIS.12Y,1.038
AUD.OIS.15Y,1.148
AUD.OIS.20Y,1.263
AUD.OIS.25Y,1.305
AUD.OIS.30Y,1.298
CHF.ON.1D,-0.734803
CHF.OIS.1W,-0.7388
CHF.OIS.2W,-0.7538
CHF.OIS.1M,-0.87
CHF.OIS.2M,-0.815
CHF.OIS.3M,-0.81
CHF.OIS.6M,-0.8438
CHF.OIS.9M,-0.8563
CHF.OIS.10M,-0.87
CHF.OIS.12M,-0.875
CHF.OIS.18M,-0.875
CHF.OIS.2Y,-0.8825
CHF.OIS.3Y,-0.86
CHF.OIS.4Y,-0.8175
CHF.OIS.5Y,-0.775
CHF.OIS.6Y,-0.7175
CHF.OIS.7Y,-0.6525
CHF.OIS.8Y,-0.5925
CHF.OIS.9Y,-0.5275
CHF.OIS.10Y,-0.4625
CHF.OIS.12Y,-0.35
CHF.OIS.15Y,-0.2225
CHF.OIS.20Y,-0.1075
CHF.OIS.25Y,-0.0775
CHF.OIS.30Y,-0.065
CHF.DEPOSIT.6M,-0.7606
CHF.FRA.1M,-0.762
CHF.FRA.2M,-0.7736
CHF.FRA.3M,-0.7801
CHF.FRA.4M,-0.79
CHF.FRA.5M,-0.79
CHF.FRA.6M,-0.7848
CHF.FRA.9M,-0.8025
CHF.SWAP.2Y,-0.7972
CHF.SWAP.3Y,-0.7775
CHF.SWAP.4Y,-0.7445
CHF.SWAP.5Y,-0.7025
CHF.SWAP.6Y,-0.6465
CHF.SWAP.7Y,-0.585
CHF.SWAP.8Y,-0.52
CHF.SWAP.9Y,-0.4525
CHF.SWAP.10Y,-0.3925
CHF.SWAP.12Y,-0.279
CHF.SWAP.15Y,-0.1475
CHF.SWAP.20Y,-0.0365
CHF.SWAP.25Y,-0.0035
CHF.SWAP.30Y,0.0075
CHF.DEPOSIT.1W,-0.8538
CHF.DEPOSIT.1M,-0.8522
CHF.DEPOSIT.2M,-0.8192
CHF.DEPOSIT.3M,-0.8042
CHF.FUTURE.1,100.85
CHF.FUTURE.2,100.86
CHF.FUTURE.3,100.87
CHF.FUTURE.4,100.88
CHF.FUTURE.5,100.88
CHF.FUTURE.6,100.87
CHF.SWAP3M.2Y,-0.8625
CHF.SWAP3M.3Y,-0.845
CHF.SWAP3M.4Y,-0.8075
CHF.SWAP3M.5Y,-0.7675
CHF.SWAP3M.6Y,-0.71
CHF.SWAP3M.7Y,-0.645
CHF.SWAP3M.8Y,-0.5825
CHF.SWAP3M.9Y,-0.5175
CHF.SWAP3M.10Y,-0.4525
CHF.SWAP3M.11Y,-0.3946
CHF.SWAP3M.12Y,-0.3381
CHF.SWAP3M.15Y,-0.2075
CHF.SWAP3M.20Y,-0.0925
CHF.SWAP3M.25Y,-0.06
CHF.SWAP3M.30Y,-0.0475
HUF.DEPOSIT.6M,0.25
HUF.FRA.1M,0.245
HUF.FRA.2M,0.25
HUF.FRA.3M,0.2575
HUF.FRA.4M,0.28
HUF.FRA.5M,0.29
HUF.FRA.6M,0.2825
HUF.SWAP.2Y,0.345
HUF.SWAP.3Y,0.445
HUF.SWAP.4Y,0.5525
HUF.SWAP.5Y,0.66
HUF.SWAP.6Y,0.765
HUF.SWAP.7Y,0.8725
HUF.SWAP.8Y,0.9863
HUF.SWAP.9Y,1.0888
HUF.SWAP.10Y,1.19
HUF.SWAP.12Y,1.3375
HUF.SWAP.15Y,1.608
HUF.SWAP.20Y,1.87
JPY.ON.1D,-0.065
JPY.OIS.1W,-0.05593
JPY.OIS.2W,-0.065
JPY.OIS.3W,-0.0638
JPY.OIS.1M,-0.073
JPY.OIS.2M,-0.087
JPY.OIS.3M,-0.102
JPY.OIS.4M,-0.112
JPY.OIS.5M,-0.12125
JPY.OIS.6M,-0.1275
JPY.OIS.7M,-0.131
JPY.OIS.8M,-0.13625
JPY.OIS.9M,-0.14042
JPY.OIS.10M,-0.146
JPY.OIS.11M,-0.14937
JPY.OIS.12M,-0.1544
JPY.OIS.18M,-0.1719
JPY.OIS.2Y,-0.1856
JPY.OIS.3Y,-0.199
JPY.OIS.4Y,-0.202
JPY.OIS.5Y,-0.193
JPY.OIS.6Y,-0.17625
JPY.OIS.7Y,-0.16
JPY.OIS.8Y,-0.13625
JPY.OIS.9Y,-0.10875
JPY.OIS.10Y,-0.08125
JPY.OIS.11Y,-0.0525
JPY.OIS.12Y,-0.0275
JPY.OIS.15Y,0.04875
JPY.OIS.20Y,0.14125
JPY.OIS.25Y,0.20625
JPY.OIS.30Y,0.25
JPY.OIS.35Y,0.265
JPY.OIS.40Y,0.2675
KRW.DEPOSIT.1D,1.48
KRW.DEPOSIT.3M,1.54
KRW.SWAP.6M,1.45
KRW.SWAP.9M,1.3975
KRW.SWAP.1Y,1.3575
KRW.SWAP.2Y,1.28
KRW.SWAP.3Y,1.255
KRW.SWAP.4Y,1.24
KRW.SWAP.5Y,1.2325
KRW.SWAP.7Y,1.23
KRW.SWAP.10Y,1.255
KRW.SWAP.12Y,1.2725
KRW.SWAP.15Y,1.2650000000000001
KRW.SWAP.20Y,1.1875
ZAR.DEPOSIT.3M,6.808
ZAR.FRA3M.1M,6.6850000000000005
ZAR.FRA3M.2M,6.67
ZAR.FRA3M.3M,6.575
ZAR.FRA3M.4M,6.52
ZAR.FRA3M.5M,6.49
ZAR.FRA3M.6M,6.475
ZAR.FRA3M.7M,6.44
ZAR.FRA3M.8M,6.43
ZAR.FRA3M.9M,6.41
ZAR.FRA3M.12M,6.425
ZAR.FRA3M.15M,6.44
ZAR.FRA3M.18M,6.51
ZAR.FRA3M.21M,6.59
ZAR.SWAP3M.3Y,6.62
ZAR.SWAP3M.4Y,6.755
ZAR.SWAP3M.5Y,6.895
ZAR.SWAP3M.6Y,7.045
ZAR.SWAP3M.7Y,7.195
ZAR.SWAP3M.8Y,7.34
ZAR.SWAP3M.9Y,7.47
ZAR.SWAP3M.10Y,7.59
ZAR.SWAP3M.12Y,7.765
ZAR.SWAP3M.15Y,7.92
ZAR.SWAP3M.20Y,7.99
ZAR.SWAP3M.25Y,7.925
ZAR.SWAP3M.30Y,7.83
USD.DEPOSIT.1M,2.04425
USD.DEPOSIT.3M,2.15588
USD.DEPOSIT.6M,2.0815
USD.FUTURE.1,97.965
USD.FUTURE.2,98.26
USD.FUTURE.3,98.375
USD.FUTURE.4,98.455
USD.FUTURE.5,98.455
USD.FUTURE.6,98.54
USD.SWAP3M.3M,2.1798
USD.SWAP3M.6M,2.0926
USD.SWAP3M.9M,1.9696
USD.SWAP3M.1Y,1.927
USD.SWAP3M.18M,1.8042
USD.SWAP3M.2Y,1.7271
USD.SWAP3M.3Y,1.6434
USD.SWAP3M.4Y,1.6095000000000002
USD.SWAP3M.5Y,1.5995
USD.SWAP3M.6Y,1.6028
USD.SWAP3M.7Y,1.6122999999999998
USD.SWAP3M.8Y,1.6282999999999999
USD.SWAP3M.9Y,1.6484999999999999
USD.SWAP3M.10Y,1.6695
USD.SWAP3M.11Y,1.689
USD.SWAP3M.12Y,1.7045
USD.SWAP3M.15Y,1.7461
USD.SWAP3M.20Y,1.7927
USD.SWAP3M.25Y,1.8082
USD.SWAP3M.30Y,1.8106
USD.SWAP3M.40Y,1.7906
USD.SWAP3M.50Y,1.7625
USD.BASIS3M6M.1Y,1.5
USD.BASIS3M6M.18M,2.75
USD.BASIS3M6M.2Y,3.5
USD.BASIS3M6M.3Y,4.5
USD.BASIS3M6M.4Y,5.75
USD.BASIS3M6M.5Y,5.75
USD.BASIS3M6M.7Y,7.15
USD.BASIS3M6M.10Y,8.45
USD.BASIS3M6M.12Y,9.25
USD.BASIS3M6M.15Y,9.625
USD.BASIS3M6M.20Y,10.125
USD.BASIS3M6M.25Y,10.625
USD.BASIS3M6M.30Y,10.875
USD.BASIS3M1M.3M,17.96
USD.BASIS3M1M.6M,22.0
USD.BASIS3M1M.9M,20.125
USD.BASIS3M1M.1Y,17.65
USD.BASIS3M1M.18M,17.5
USD.BASIS3M1M.2Y,14.75
USD.BASIS3M1M.3Y,13.125
USD.BASIS3M1M.4Y,12.375
USD.BASIS3M1M.5Y,11.875
USD.BASIS3M1M.7Y,11.375
USD.BASIS3M1M.10Y,11.0
USD.BASIS3M1M.12Y,10.875
USD.BASIS3M1M.15Y,10.75
USD.BASIS3M1M.20Y,10.875
USD.BASIS3M1M.25Y,9.863
USD.BASIS3M1M.30Y,11.15
SEK.ON.1D,-0.216
SEK.OIS.1M,-0.2
SEK.OIS.2M,-0.2
SEK.OIS.3M,-0.249
SEK.OIS.6M,-0.253
SEK.OIS.9M,-0.246
SEK.OIS.1Y,-0.237
SEK.OIS.18M,-0.2445
SEK.OIS.2Y,-0.2445
SEK.OIS.3Y,-0.2301
SEK.OIS.4Y,-0.1969
SEK.OIS.5Y,-0.142
SEK.OIS.6Y,-0.091
SEK.OIS.7Y,-0.028
SEK.OIS.8Y,0.035
SEK.OIS.9Y,0.109
SEK.OIS.10Y,0.23
SEK.OIS.12Y,0.2822
SEK.OIS.15Y,0.4109
SEK.OIS.20Y,0.5217
SEK.OIS.25Y,0.567
SEK.OIS.30Y,0.565
HKD.DEPOSIT.3M,2.28821
HKD.FRA.3M,2.33
HKD.FRA.6M,2.02
HKD.SWAP.1Y,2.145
HKD.SWAP.18M,2.025
HKD.SWAP.2Y,1.9300000000000002
HKD.SWAP.3Y,1.83
HKD.SWAP.4Y,1.775
HKD.SWAP.5Y,1.74
HKD.SWAP.7Y,1.72
HKD.SWAP.10Y,1.74
HKD.SWAP.12Y,1.75
HKD.SWAP.15Y,1.795
JPY.DEPOSIT.6M,-0.04817
JPY.FRA.1M,-0.065
JPY.FRA.2M,-0.075
JPY.FRA.3M,-0.0862
JPY.FRA.4M,-0.095
JPY.FRA.5M,-0.1
JPY.FRA.6M,-0.1114
JPY.SWAP.18M,-0.10625
JPY.SWAP.2Y,-0.12125
JPY.SWAP.3Y,-0.1325
JPY.SWAP.4Y,-0.13438
JPY.SWAP.5Y,-0.125
JPY.SWAP.6Y,-0.11
JPY.SWAP.7Y,-0.08875
JPY.SWAP.8Y,-0.06375
JPY.SWAP.9Y,-0.0525
JPY.SWAP.10Y,-0.00625
JPY.SWAP.12Y,0.0475
JPY.SWAP.15Y,0.12125
JPY.SWAP.20Y,0.21375
JPY.SWAP.25Y,0.27438
JPY.SWAP.30Y,0.31875
JPY.SWAP.35Y,0.33
JPY.SWAP.40Y,0.33625
NZD.ON.1D,1.0
NZD.OIS.1M,0.9548
NZD.OIS.2M,0.9281
NZD.OIS.3M,0.892
NZD.OIS.4M,0.8715
NZD.OIS.5M,0.8523
NZD.OIS.6M,0.8316
NZD.OIS.9M,0.7797
NZD.OIS.1Y,0.7427
NZD.OIS.18M,0.727
NZD.OIS.2Y,0.7033
NZD.OIS.3Y,0.687
NZD.OIS.4Y,0.698
NZD.OIS.5Y,0.736
NZD.OIS.6Y,0.835
NZD.OIS.7Y,0.905
NZD.OIS.8Y,0.9244
NZD.OIS.9Y,0.9871
NZD.OIS.10Y,1.0449
NZD.OIS.12Y,1.153
NZD.OIS.15Y,1.2787
NZD.OIS.20Y,1.48
SGD.DEPOSIT.6M,1.68363
SGD.SWAP.1Y,1.645
SGD.SWAP.18M,1.62
SGD.SWAP.2Y,1.5975000000000001
SGD.SWAP.3Y,1.584
SGD.SWAP.4Y,1.5788
SGD.SWAP.5Y,1.5905
SGD.SWAP.6Y,1.609
SGD.SWAP.7Y,1.6355
SGD.SWAP.8Y,1.6655
SGD.SWAP.9Y,1.6915
SGD.SWAP.10Y,1.7165
SGD.SWAP.12Y,1.7812999999999999
SGD.SWAP.15Y,1.8287499999999999
SGD.SWAP.20Y,1.888
SGD.SWAP.30Y,1.9104999999999999
THB.DEPOSIT.1W,1.5833
THB.DEPOSIT.1M,1.5124
THB.DEPOSIT.2M,1.5445
THB.DEPOSIT.3M,1.5301
THB.DEPOSIT.6M,1.4184
THB.SWAP.1Y,1.345
THB.SWAP.2Y,1.28
THB.SWAP.3Y,1.31
THB.SWAP.4Y,1.325
THB.SWAP.5Y,1.34
THB.SWAP.7Y,1.4
THB.SWAP.10Y,1.465
THB.SWAP.12Y,1.48
THB.SWAP.15Y,1.5350000000000001
THB.SWAP.20Y,1.635
CZK.DEPOSIT.6M,2.16
CZK.FRA.1M,2.148
CZK.FRA.2M,2.133
CZK.FRA.3M,2.15
CZK.FRA.4M,2.1
CZK.FRA.5M,2.065
CZK.FRA.6M,2.05
CZK.FRA.12M,1.8479999999999999
CZK.SWAP.2Y,1.94745
CZK.SWAP.3Y,1.8175
CZK.SWAP.4Y,1.6949999999999998
CZK.SWAP.5Y,1.5775000000000001
CZK.SWAP.6Y,1.4775
CZK.SWAP.7Y,1.4
CZK.SWAP.8Y,1.3467
CZK.SWAP.9Y,1.31
CZK.SWAP.10Y,1.3025
CZK.SWAP.12Y,1.285
CZK.SWAP.15Y,1.3675
CZK.SWAP.20Y,1.4425
CZK.SWAP.30Y,1.445
GBP.ON.1D,0.7104
GBP.OIS.1W,0.7084
GBP.OIS.2W,0.7082
GBP.OIS.1M,0.70793
GBP.OIS.2M,0.7
GBP.OIS.3M,0.69
GBP.OIS.4M,0.677
GBP.OIS.5M,0.667
GBP.OIS.6M,0.658
GBP.OIS.7M,0.64885
GBP.OIS.8M,0.641
GBP.OIS.9M,0.632
GBP.OIS.10M,0.6258
GBP.OIS.11M,0.62
GBP.OIS.1Y,0.616
GBP.OIS.18M,0.592
GBP.OIS.2Y,0.57196
GBP.OIS.3Y,0.5485
GBP.OIS.4Y,0.53025
GBP.OIS.5Y,0.5184
GBP.OIS.6Y,0.512
GBP.OIS.7Y,0.5134
GBP.OIS.8Y,0.51775
GBP.OIS.9Y,0.5255
GBP.OIS.10Y,0.53625
GBP.OIS.12Y,0.55225
GBP.OIS.15Y,0.57075
GBP.OIS.20Y,0.57875
GBP.OIS.25Y,0.5729
GBP.OIS.30Y,0.5675
GBP.OIS.40Y,0.567
GBP.OIS.50Y,0.5577
EUR.DEPOSIT.1M,-0.438
EUR.SWAP1M.2M,-0.438
EUR.SWAP1M.3M,-0.4424
EUR.SWAP1M.4M,-0.4505
EUR.SWAP1M.5M,-0.4603
EUR.SWAP1M.6M,-0.472
EUR.SWAP1M.7M,-0.483
EUR.SWAP1M.8M,-0.492
EUR.SWAP1M.9M,-0.498
EUR.SWAP1M.10M,-0.507
EUR.SWAP1M.11M,-0.515
EUR.SWAP1M.1Y,-0.524
EUR.SWAP1M.15M,-0.547
EUR.SWAP1M.18M,-0.56
EUR.SWAP1M.21M,-0.559
EUR.SWAP1M.2Y,-0.5525
EUR.SWAP1M.3Y,-0.566
EUR.SWAP1M.4Y,-0.5527
EUR.SWAP1M.5Y,-0.5213
EUR.SWAP1M.6Y,-0.4787
EUR.SWAP1M.7Y,-0.4255
EUR.SWAP1M.8Y,-0.3623
EUR.SWAP1M.9Y,-0.3
EUR.SWAP1M.10Y,-0.2405
EUR.SWAP1M.12Y,-0.1195
EUR.SWAP1M.15Y,0.0335
EUR.SWAP1M.20Y,0.176
EUR.SWAP1M.25Y,0.227
EUR.SWAP1M.30Y,0.242
EUR.DEPOSIT.1W,-0.485
EUR.DEPOSIT.12M,-0.306
EUR.BASIS6M12M.2Y,8.95
EUR.BASIS6M12M.3Y,9.0
EUR.BASIS6M12M.4Y,9.0
EUR.BASIS6M12M.5Y,9.1
EUR.BASIS6M12M.6Y,9.5
EUR.BASIS6M12M.7Y,9.45
EUR.BASIS6M12M.8Y,9.4
EUR.BASIS6M12M.9Y,9.3
EUR.BASIS6M12M.10Y,8.8
EUR.BASIS6M12M.11Y,8.8
EUR.BASIS6M12M.12Y,8.6
EUR.BASIS6M12M.15Y,8.8
EUR.BASIS6M12M.20Y,8.5
EUR.BASIS6M12M.25Y,8.2
EUR.BASIS6M12M.30Y,7.9
AUD.DEPOSIT.6M,1.07
AUD.SWAP3M.3M,0.99
AUD.SWAP3M.6M,0.97363
AUD.SWAP3M.9M,0.93712
AUD.SWAP3M.1Y,0.90775
AUD.SWAP3M.18M,0.8946
AUD.SWAP3M.2Y,0.88125
AUD.SWAP3M.3Y,0.89063
AUD.BASIS1M3M.3M,4.875
AUD.BASIS1M3M.6M,5.25
AUD.BASIS1M3M.9M,5.5
AUD.BASIS1M3M.1Y,5.75
AUD.BASIS1M3M.2Y,5.25
AUD.BASIS1M3M.3Y,5.0
AUD.BASIS1M3M.4Y,4.625
AUD.BASIS1M3M.5Y,4.375
AUD.BASIS1M3M.6Y,4.25
AUD.BASIS1M3M.7Y,4.13
AUD.BASIS1M3M.8Y,4.02
AUD.BASIS1M3M.9Y,3.875
AUD.BASIS1M3M.10Y,3.875
AUD.BASIS1M3M.12Y,3.76
AUD.BASIS1M3M.15Y,3.875
AUD.BASIS1M3M.20Y,3.875
AUD.BASIS1M3M.25Y,3.125
AUD.BASIS1M3M.30Y,2.625
AUD.BASIS3M6M.1Y,11.5
AUD.BASIS3M6M.2Y,10.75
AUD.BASIS3M6M.3Y,10.25
AUD.SWAP.4Y,0.99875
AUD.SWAP.5Y,1.0325
AUD.SWAP.6Y,1.0675
AUD.SWAP.7Y,1.12
AUD.SWAP.8Y,1.175
AUD.SWAP.9Y,1.225
AUD.SWAP.10Y,1.2725
AUD.SWAP.12Y,1.3625
AUD.SWAP.15Y,1.4535
AUD.SWAP.20Y,1.5675
AUD.SWAP.25Y,1.6324999999999998
AUD.SWAP.30Y,1.6275
AUD.DEPOSIT.3M,0.99
AUD.BASIS6M3M.4Y,9.69
AUD.BASIS6M3M.5Y,9.18
AUD.BASIS6M3M.6Y,8.68
AUD.BASIS6M3M.7Y,8.125
AUD.BASIS6M3M.8Y,7.75
AUD.BASIS6M3M.9Y,7.25
AUD.BASIS6M3M.10Y,7.12
AUD.BASIS6M3M.12Y,6.625
AUD.BASIS6M3M.15Y,6.13
AUD.BASIS6M3M.20Y,5.57
AUD.BASIS6M3M.25Y,5.23
AUD.BASIS6M3M.30Y,5.04
AUD.FUTURE.1,98.99
AUD.FUTURE.2,99.1
AUD.FUTURE.3,99.15
AUD.FUTURE.4,99.18
AUD.FUTURE.5,99.14
AUD.FUTURE.6,99.14
JPY.DEPOSIT.3M,-0.091
JPY.FRA3M.1M,-0.12
JPY.FRA3M.2M,-0.145
JPY.FRA3M.3M,-0.165
JPY.FRA3M.4M,-0.14
JPY.FRA3M.5M,-0.145
JPY.FRA3M.6M,-0.1515
JPY.FRA3M.7M,-0.1547
JPY.FRA3M.8M,-0.16
JPY.FRA3M.9M,-0.18
JPY.BASIS3M6M.18M,5.9375
JPY.BASIS3M6M.2Y,5.75
JPY.BASIS3M6M.3Y,5.875
JPY.BASIS3M6M.4Y,6.0
JPY.BASIS3M6M.5Y,6.125
JPY.BASIS3M6M.6Y,6.25
JPY.BASIS3M6M.7Y,6.375
JPY.BASIS3M6M.8Y,6.5
JPY.BASIS3M6M.9Y,6.625
JPY.BASIS3M6M.10Y,6.75
JPY.BASIS3M6M.12Y,6.75
JPY.BASIS3M6M.15Y,6.65625
JPY.BASIS3M6M.20Y,6.5
JPY.BASIS3M6M.25Y,6.375
JPY.BASIS3M6M.30Y,6.3125
JPY.BASIS3M6M.35Y,6.25
JPY.BASIS3M6M.40Y,6.25
HUF.DEPOSIT.3M,0.21
HUF.FRA3M.1M,0.215
HUF.FRA3M.2M,0.22
HUF.FRA3M.3M,0.2275
HUF.FRA3M.4M,0.2244
HUF.FRA3M.5M,0.2336
HUF.FRA3M.6M,0.2525
HUF.FRA3M.9M,0.27
HUF.FRA3M.12M,0.2875
HUF.BASIS6M3M.2Y,4.5
HUF.BASIS6M3M.3Y,5.0
HUF.BASIS6M3M.4Y,5.0
HUF.BASIS6M3M.5Y,4.75
HUF.BASIS6M3M.6Y,3.9
HUF.BASIS6M3M.7Y,3.8
HUF.BASIS6M3M.8Y,3.7
HUF.BASIS6M3M.9Y,3.7
HUF.BASIS6M3M.10Y,3.7
CZK.DEPOSIT.3M,2.14
CZK.FRA3M.1M,2.127
CZK.FRA3M.2M,2.112
CZK.FRA3M.3M,2.103
CZK.FRA3M.4M,2.076
CZK.FRA3M.5M,2.044
CZK.FRA3M.6M,2.028
CZK.FRA3M.7M,1.998
CZK.FRA3M.8M,1.964
CZK.FRA3M.9M,1.943
CZK.FRA3M.12M,1.8279999999999998
CZK.BASIS6M3M.2Y,5.6
CZK.BASIS6M3M.3Y,6.5
CZK.BASIS6M3M.4Y,7.0
CZK.BASIS6M3M.5Y,7.5
CZK.BASIS6M3M.6Y,8.45
CZK.BASIS6M3M.7Y,9.8
CZK.BASIS6M3M.8Y,11.45
CZK.BASIS6M3M.9Y,13.2
CZK.BASIS6M3M.10Y,14.7
GBP.DEPOSIT.3M,0.77563
GBP.FUTURE.1,99.224
GBP.FUTURE.2,99.215
GBP.FUTURE.3,99.275
GBP.FUTURE.4,99.29
GBP.FUTURE.5,99.305
GBP.FUTURE.6,99.29
GBP.FUTURE.7,99.325
GBP.FUTURE.8,99.325
GBP.FUTURE.9,99.325
GBP.FUTURE.10,99.325
GBP.SWAP3M.1Y,0.7465
GBP.SWAP3M.2Y,0.714
GBP.SWAP3M.3Y,0.7005
GBP.SWAP3M.4Y,0.6874
