quote,value
AUD.OIS.1M,0.9675
AUD.OIS.2M,0.9288
AUD.OIS.3M,0.8875
AUD.OIS.4M,0.858
AUD.OIS.5M,0.8345
AUD.OIS.6M,0.8089
AUD.OIS.9M,0.758
AUD.OIS.1Y,0.7218
AUD.OIS.18M,0.69
AUD.OIS.2Y,0.674
AUD.OIS.3Y,0.678
AUD.OIS.4Y,0.688
AUD.OIS.5Y,0.723
AUD.OIS.6Y,0.778
AUD.OIS.7Y,0.833
AUD.OIS.8Y,0.888
AUD.OIS.9Y,0.94
AUD.OIS.10Y,0.995
AUD.OIS.12Y,1.088
AUD.OIS.15Y,1.195
AUD.OIS.20Y,1.315
AUD.OIS.25Y,1.358
AUD.OIS.30Y,1.35
CHF.ON.1D,-0.732444
CHF.OIS.1W,-0.7388
CHF.OIS.2W,-0.7538
CHF.OIS.1M,-0.785
CHF.OIS.2M,-0.805
CHF.OIS.3M,-0.825
CHF.OIS.6M,-0.8525
CHF.OIS.9M,-0.865
CHF.OIS.10M,-0.865
CHF.OIS.12M,-0.87
CHF.OIS.18M,-0.8725
CHF.OIS.2Y,-0.865
CHF.OIS.3Y,-0.84
CHF.OIS.4Y,-0.7975
CHF.OIS.5Y,-0.75
CHF.OIS.6Y,-0.685
CHF.OIS.7Y,-0.615
CHF.OIS.8Y,-0.545
CHF.OIS.9Y,-0.475
CHF.OIS.10Y,-0.4075
CHF.OIS.12Y,-0.2875
CHF.OIS.15Y,-0.145
CHF.OIS.20Y,-0.025
CHF.OIS.25Y,0.0075
CHF.OIS.30Y,0.0275
CHF.DEPOSIT.6M,-0.753
CHF.FRA.1M,-0.76
CHF.FRA.2M,-0.77
CHF.FRA.3M,-0.77
CHF.FRA.4M,-0.77
CHF.FRA.5M,-0.78
CHF.FRA.6M,-0.78
CHF.FRA.9M,-0.7825
CHF.SWAP.2Y,-0.7775
CHF.SWAP.3Y,-0.7525
CHF.SWAP.4Y,-0.718
CHF.SWAP.5Y,-0.6675
CHF.SWAP.6Y,-0.6045
CHF.SWAP.7Y,-0.527
CHF.SWAP.8Y,-0.461
CHF.SWAP.9Y,-0.393
CHF.SWAP.10Y,-0.3275
CHF.SWAP.12Y,-0.2075
CHF.SWAP.15Y,-0.0725
CHF.SWAP.20Y,0.0475
CHF.SWAP.25Y,0.0875
CHF.SWAP.30Y,0.11
CHF.DEPOSIT.1W,-0.8472
CHF.DEPOSIT.1M,-0.8524
CHF.DEPOSIT.2M,-0.8066
CHF.DEPOSIT.3M,-0.8052
CHF.FUTURE.1,100.805
CHF.FUTURE.2,100.84
CHF.FUTURE.3,100.85
CHF.FUTURE.4,100.85
CHF.FUTURE.5,100.85
CHF.FUTURE.6,100.85
CHF.SWAP3M.2Y,-0.85
CHF.SWAP3M.3Y,-0.8255
CHF.SWAP3M.4Y,-0.7875
CHF.SWAP3M.5Y,-0.7375
CHF.SWAP3M.6Y,-0.6725
CHF.SWAP3M.7Y,-0.6045
CHF.SWAP3M.8Y,-0.5335
CHF.SWAP3M.9Y,-0.465
CHF.SWAP3M.10Y,-0.3975
CHF.SWAP3M.11Y,-0.33
CHF.SWAP3M.12Y,-0.2775
CHF.SWAP3M.15Y,-0.1425
CHF.SWAP3M.20Y,-0.025
CHF.SWAP3M.25Y,0.0125
CHF.SWAP3M.30Y,0.0325
HUF.DEPOSIT.6M,0.25
HUF.FRA.1M,0.2475
HUF.FRA.2M,0.255
HUF.FRA.3M,0.2625
HUF.FRA.4M,0.305
HUF.FRA.5M,0.32
HUF.FRA.6M,0.2975
HUF.SWAP.2Y,0.36
HUF.SWAP.3Y,0.4875
HUF.SWAP.4Y,0.605
HUF.SWAP.5Y,0.715
HUF.SWAP.6Y,0.84
HUF.SWAP.7Y,0.95
HUF.SWAP.8Y,1.06
HUF.SWAP.9Y,1.165
HUF.SWAP.10Y,1.2725
HUF.SWAP.12Y,1.47
HUF.SWAP.15Y,1.7
HUF.SWAP.20Y,1.97
JPY.ON.1D,-0.042
JPY.OIS.1W,-0.063
JPY.OIS.2W,-0.063
JPY.OIS.3W,-0.064
JPY.OIS.1M,-0.0713
JPY.OIS.2M,-0.085
JPY.OIS.3M,-0.0963
JPY.OIS.4M,-0.1056
JPY.OIS.5M,-0.1138
JPY.OIS.6M,-0.12
JPY.OIS.7M,-0.126
JPY.OIS.8M,-0.133
JPY.OIS.9M,-0.1369
JPY.OIS.10M,-0.1425
JPY.OIS.11M,-0.14375
JPY.OIS.12M,-0.15
JPY.OIS.18M,-0.16125
JPY.OIS.2Y,-0.1713
JPY.OIS.3Y,-0.1781
JPY.OIS.4Y,-0.1744
JPY.OIS.5Y,-0.1619
JPY.OIS.6Y,-0.1425
JPY.OIS.7Y,-0.12125
JPY.OIS.8Y,-0.0975
JPY.OIS.9Y,-0.07125
JPY.OIS.10Y,-0.0475
JPY.OIS.11Y,-0.0175
JPY.OIS.12Y,0.00875
JPY.OIS.15Y,0.0825
JPY.OIS.20Y,0.175
JPY.OIS.25Y,0.2356
JPY.OIS.30Y,0.28
JPY.OIS.35Y,0.29125
JPY.OIS.40Y,0.29625
KRW.DEPOSIT.1D,1.52
KRW.DEPOSIT.3M,1.54
KRW.SWAP.6M,1.4675
KRW.SWAP.9M,1.4275
KRW.SWAP.1Y,1.405
KRW.SWAP.2Y,1.335
KRW.SWAP.3Y,1.3225
KRW.SWAP.4Y,1.3175
KRW.SWAP.5Y,1.315
KRW.SWAP.7Y,1.32
KRW.SWAP.10Y,1.355
KRW.SWAP.12Y,1.37
KRW.SWAP.15Y,1.3575
KRW.SWAP.20Y,1.2825
ZAR.DEPOSIT.3M,6.808
ZAR.FRA3M.1M,6.675
ZAR.FRA3M.2M,6.655
ZAR.FRA3M.3M,6.575
ZAR.FRA3M.4M,6.5600000000000005
ZAR.FRA3M.5M,6.5
ZAR.FRA3M.6M,6.495
ZAR.FRA3M.7M,6.455
ZAR.FRA3M.8M,6.45
ZAR.FRA3M.9M,6.43
ZAR.FRA3M.12M,6.42
ZAR.FRA3M.15M,6.475
ZAR.FRA3M.18M,6.525
ZAR.FRA3M.21M,6.605
ZAR.SWAP3M.3Y,6.64
ZAR.SWAP3M.4Y,6.78
ZAR.SWAP3M.5Y,6.92
ZAR.SWAP3M.6Y,7.075
ZAR.SWAP3M.7Y,7.228
ZAR.SWAP3M.8Y,7.372
ZAR.SWAP3M.9Y,7.502
ZAR.SWAP3M.10Y,7.615
ZAR.SWAP3M.12Y,7.8
ZAR.SWAP3M.15Y,7.955
ZAR.SWAP3M.20Y,8.015
ZAR.SWAP3M.25Y,7.95
ZAR.SWAP3M.30Y,7.855
USD.DEPOSIT.1M,2.04088
USD.DEPOSIT.3M,2.14513
USD.DEPOSIT.6M,2.078
USD.FUTURE.1,97.8549
USD.FUTURE.2,97.955
USD.FUTURE.3,98.24
USD.FUTURE.4,98.355
USD.FUTURE.5,98.425
USD.FUTURE.6,98.42
USD.SWAP3M.3M,2.169
USD.SWAP3M.6M,2.1189
USD.SWAP3M.9M,2.0094
USD.SWAP3M.1Y,1.9315
USD.SWAP3M.18M,1.8122
USD.SWAP3M.2Y,1.7370999999999999
USD.SWAP3M.3Y,1.661
USD.SWAP3M.4Y,1.6341
USD.SWAP3M.5Y,1.6315
USD.SWAP3M.6Y,1.641
USD.SWAP3M.7Y,1.6566999999999998
USD.SWAP3M.8Y,1.6776
USD.SWAP3M.9Y,1.7019
USD.SWAP3M.10Y,1.7271999999999998
USD.SWAP3M.11Y,1.7495
USD.SWAP3M.12Y,1.7694999999999999
USD.SWAP3M.15Y,1.8185
USD.SWAP3M.20Y,1.873
USD.SWAP3M.25Y,1.893
USD.SWAP3M.30Y,1.899
USD.SWAP3M.40Y,1.879
USD.SWAP3M.50Y,1.8492
USD.BASIS3M6M.1Y,1.5
USD.BASIS3M6M.18M,2.875
USD.BASIS3M6M.2Y,3.625
USD.BASIS3M6M.3Y,4.625
USD.BASIS3M6M.4Y,5.55
USD.BASIS3M6M.5Y,5.75
USD.BASIS3M6M.7Y,7.25
USD.BASIS3M6M.10Y,8.6
USD.BASIS3M6M.12Y,9.225
USD.BASIS3M6M.15Y,9.75
USD.BASIS3M6M.20Y,10.375
USD.BASIS3M6M.25Y,10.73
USD.BASIS3M6M.30Y,11.0
USD.BASIS3M1M.3M,17.79
USD.BASIS3M1M.6M,24.375
USD.BASIS3M1M.9M,21.75
USD.BASIS3M1M.1Y,19.5
USD.BASIS3M1M.18M,16.875
USD.BASIS3M1M.2Y,15.732
USD.BASIS3M1M.3Y,14.0
USD.BASIS3M1M.4Y,13.0
USD.BASIS3M1M.5Y,12.3
USD.BASIS3M1M.7Y,11.625
USD.BASIS3M1M.10Y,11.25
USD.BASIS3M1M.12Y,10.375
USD.BASIS3M1M.15Y,10.75
USD.BASIS3M1M.20Y,10.625
USD.BASIS3M1M.25Y,9.863
USD.BASIS3M1M.30Y,10.75
SEK.ON.1D,-0.244
SEK.OIS.1M,-0.232
SEK.OIS.2M,-0.232
SEK.OIS.3M,-0.231
SEK.OIS.6M,-0.231
SEK.OIS.9M,-0.224
SEK.OIS.1Y,-0.19
SEK.OIS.18M,-0.195
SEK.OIS.2Y,-0.175
SEK.OIS.3Y,-0.184
SEK.OIS.4Y,-0.0955
SEK.OIS.5Y,-0.0445
SEK.OIS.6Y,0.014
SEK.OIS.7Y,0.0775
SEK.OIS.8Y,0.1465
SEK.OIS.9Y,0.2155
SEK.OIS.10Y,0.282
SEK.OIS.12Y,0.401
SEK.OIS.15Y,0.541
SEK.OIS.20Y,0.656
SEK.OIS.25Y,0.6965
SEK.OIS.30Y,0.7025
HKD.DEPOSIT.3M,2.26871
HKD.FRA.3M,2.2800000000000002
HKD.FRA.6M,2.04
HKD.SWAP.1Y,2.13
HKD.SWAP.18M,2.03
HKD.SWAP.2Y,1.96
HKD.SWAP.3Y,1.8661400000000001
HKD.SWAP.4Y,1.8199999999999998
HKD.SWAP.5Y,1.795
HKD.SWAP.7Y,1.7856999999999998
HKD.SWAP.10Y,1.8050000000000002
HKD.SWAP.12Y,1.825
HKD.SWAP.15Y,1.8599999999999999
JPY.DEPOSIT.6M,-0.041
JPY.FRA.1M,-0.055
JPY.FRA.2M,-0.075
JPY.FRA.3M,-0.08
JPY.FRA.4M,-0.09
JPY.FRA.5M,-0.095
JPY.FRA.6M,-0.1
JPY.SWAP.18M,-0.09125
JPY.SWAP.2Y,-0.1025
JPY.SWAP.3Y,-0.105
JPY.SWAP.4Y,-0.10625
JPY.SWAP.5Y,-0.09125
JPY.SWAP.6Y,-0.07
JPY.SWAP.7Y,-0.04875
JPY.SWAP.8Y,-0.0225
JPY.SWAP.9Y,0.024
JPY.SWAP.10Y,0.03125
JPY.SWAP.12Y,0.08312
JPY.SWAP.15Y,0.155
JPY.SWAP.20Y,0.245
JPY.SWAP.25Y,0.30187
JPY.SWAP.30Y,0.34625
JPY.SWAP.35Y,0.35375
JPY.SWAP.40Y,0.3625
NZD.ON.1D,1.0
NZD.OIS.1M,0.9775
NZD.OIS.2M,0.9625
NZD.OIS.3M,0.92
NZD.OIS.4M,0.8975
NZD.OIS.5M,0.88
NZD.OIS.6M,0.8575
NZD.OIS.9M,0.81
NZD.OIS.1Y,0.7684
NZD.OIS.18M,0.743
NZD.OIS.2Y,0.755
NZD.OIS.3Y,0.7536
NZD.OIS.4Y,0.785
NZD.OIS.5Y,0.8264
NZD.OIS.6Y,0.8925
NZD.OIS.7Y,0.9625
NZD.OIS.8Y,1.03
NZD.OIS.9Y,1.0925
NZD.OIS.10Y,1.15
NZD.OIS.12Y,1.26
NZD.OIS.15Y,1.3875
NZD.OIS.20Y,1.5375
SGD.DEPOSIT.6M,1.72069
SGD.SWAP.1Y,1.675
SGD.SWAP.18M,1.6538
SGD.SWAP.2Y,1.638
SGD.SWAP.3Y,1.6315
SGD.SWAP.4Y,1.6360000000000001
SGD.SWAP.5Y,1.6524999999999999
SGD.SWAP.6Y,1.6763
SGD.SWAP.7Y,1.7015
SGD.SWAP.8Y,1.7325
SGD.SWAP.9Y,1.76
SGD.SWAP.10Y,1.7915
SGD.SWAP.12Y,1.855
SGD.SWAP.15Y,1.904
SGD.SWAP.20Y,1.964
SGD.SWAP.30Y,1.9865
THB.DEPOSIT.1W,1.6148
THB.DEPOSIT.1M,1.5211999999999999
THB.DEPOSIT.2M,1.5299
THB.DEPOSIT.3M,1.4907
THB.DEPOSIT.6M,1.4365999999999999
THB.SWAP.1Y,1.365
THB.SWAP.2Y,1.335
THB.SWAP.3Y,1.355
THB.SWAP.4Y,1.385
THB.SWAP.5Y,1.4
THB.SWAP.7Y,1.465
THB.SWAP.10Y,1.53
THB.SWAP.12Y,1.55
THB.SWAP.15Y,1.615
THB.SWAP.20Y,1.7349999999999999
CZK.DEPOSIT.6M,2.16
CZK.FRA.1M,2.14
CZK.FRA.2M,2.12
CZK.FRA.3M,2.15
CZK.FRA.4M,2.083
CZK.FRA.5M,2.05
CZK.FRA.6M,2.04
CZK.FRA.12M,1.9180000000000001
CZK.SWAP.2Y,1.99
CZK.SWAP.3Y,1.87625
CZK.SWAP.4Y,1.7650000000000001
CZK.SWAP.5Y,1.6625
CZK.SWAP.6Y,1.565
CZK.SWAP.7Y,1.4975
CZK.SWAP.8Y,1.4475
CZK.SWAP.9Y,1.4175
CZK.SWAP.10Y,1.4075
CZK.SWAP.12Y,1.3925
CZK.SWAP.15Y,1.4775
CZK.SWAP.20Y,1.495
CZK.SWAP.30Y,1.5474999999999999
GBP.ON.1D,0.7099
GBP.OIS.1W,0.708
GBP.OIS.2W,0.707
GBP.OIS.1M,0.708
GBP.OIS.2M,0.70538
GBP.OIS.3M,0.702
GBP.OIS.4M,0.69475
GBP.OIS.5M,0.68725
GBP.OIS.6M,0.68125
GBP.OIS.7M,0.67478
GBP.OIS.8M,0.66825
GBP.OIS.9M,0.663
GBP.OIS.10M,0.65725
GBP.OIS.11M,0.65175
GBP.OIS.1Y,0.6477
GBP.OIS.18M,0.626
GBP.OIS.2Y,0.613
GBP.OIS.3Y,0.5945
GBP.OIS.4Y,0.5805
GBP.OIS.5Y,0.574
GBP.OIS.6Y,0.5715
GBP.OIS.7Y,0.575
GBP.OIS.8Y,0.5815
GBP.OIS.9Y,0.5915
GBP.OIS.10Y,0.60125
GBP.OIS.12Y,0.61875
GBP.OIS.15Y,0.6405
GBP.OIS.20Y,0.6515
GBP.OIS.25Y,0.6494
GBP.OIS.30Y,0.64625
GBP.OIS.40Y,0.6464
GBP.OIS.50Y,0.64
EUR.DEPOSIT.1M,-0.449
EUR.SWAP1M.2M,-0.451
EUR.SWAP1M.3M,-0.4517
EUR.SWAP1M.4M,-0.4599
EUR.SWAP1M.5M,-0.472
EUR.SWAP1M.6M,-0.4725
EUR.SWAP1M.7M,-0.486
EUR.SWAP1M.8M,-0.4876
EUR.SWAP1M.9M,-0.494
EUR.SWAP1M.10M,-0.502
EUR.SWAP1M.11M,-0.511
EUR.SWAP1M.1Y,-0.516
EUR.SWAP1M.15M,-0.529
EUR.SWAP1M.18M,-0.542
EUR.SWAP1M.21M,-0.573
EUR.SWAP1M.2Y,-0.5475
EUR.SWAP1M.3Y,-0.5555
EUR.SWAP1M.4Y,-0.5317
EUR.SWAP1M.5Y,-0.4942
EUR.SWAP1M.6Y,-0.4423
EUR.SWAP1M.7Y,-0.381
EUR.SWAP1M.8Y,-0.311
EUR.SWAP1M.9Y,-0.242
EUR.SWAP1M.10Y,-0.175
EUR.SWAP1M.12Y,-0.043
EUR.SWAP1M.15Y,0.12
EUR.SWAP1M.20Y,0.267
EUR.SWAP1M.25Y,0.328
EUR.SWAP1M.30Y,0.331
EUR.DEPOSIT.1W,-0.458
EUR.DEPOSIT.12M,-0.309
EUR.BASIS6M12M.2Y,8.6
EUR.BASIS6M12M.3Y,8.7
EUR.BASIS6M12M.4Y,9.6
EUR.BASIS6M12M.5Y,9.05
EUR.BASIS6M12M.6Y,9.5
EUR.BASIS6M12M.7Y,9.45
EUR.BASIS6M12M.8Y,9.4
EUR.BASIS6M12M.9Y,9.3
EUR.BASIS6M12M.10Y,9.3
EUR.BASIS6M12M.11Y,8.8
EUR.BASIS6M12M.12Y,8.6
EUR.BASIS6M12M.15Y,8.8
EUR.BASIS6M12M.20Y,8.5
EUR.BASIS6M12M.25Y,8.2
EUR.BASIS6M12M.30Y,7.9
AUD.DEPOSIT.6M,1.13
AUD.SWAP3M.3M,1.035
AUD.SWAP3M.6M,1.02551
AUD.SWAP3M.9M,0.98862
AUD.SWAP3M.1Y,0.98475
AUD.SWAP3M.18M,0.9531
AUD.SWAP3M.2Y,0.92125
AUD.SWAP3M.3Y,0.9225
AUD.BASIS1M3M.3M,4.625
AUD.BASIS1M3M.6M,5.0
AUD.BASIS1M3M.9M,5.25
AUD.BASIS1M3M.1Y,5.5
AUD.BASIS1M3M.2Y,5.0
AUD.BASIS1M3M.3Y,4.625
AUD.BASIS1M3M.4Y,4.25
AUD.BASIS1M3M.5Y,4.0
AUD.BASIS1M3M.6Y,4.0
AUD.BASIS1M3M.7Y,3.76
AUD.BASIS1M3M.8Y,3.75
AUD.BASIS1M3M.9Y,3.625
AUD.BASIS1M3M.10Y,3.625
AUD.BASIS1M3M.12Y,3.625
AUD.BASIS1M3M.15Y,3.625
AUD.BASIS1M3M.20Y,3.625
AUD.BASIS1M3M.25Y,2.875
AUD.BASIS1M3M.30Y,2.375
AUD.BASIS3M6M.1Y,10.375
AUD.BASIS3M6M.2Y,9.5
AUD.BASIS3M6M.3Y,8.875
AUD.SWAP.4Y,1.01875
AUD.SWAP.5Y,1.06125
AUD.SWAP.6Y,1.11
AUD.SWAP.7Y,1.165
AUD.SWAP.8Y,1.21875
AUD.SWAP.9Y,1.2725
AUD.SWAP.10Y,1.32375
AUD.SWAP.12Y,1.4175
AUD.SWAP.15Y,1.5225
AUD.SWAP.20Y,1.63125
AUD.SWAP.25Y,1.68625
AUD.SWAP.30Y,1.68125
AUD.DEPOSIT.3M,1.035
AUD.BASIS6M3M.4Y,8.375
AUD.BASIS6M3M.5Y,8.0
AUD.BASIS6M3M.6Y,7.625
AUD.BASIS6M3M.7Y,7.18
AUD.BASIS6M3M.8Y,6.875
AUD.BASIS6M3M.9Y,6.625
AUD.BASIS6M3M.10Y,6.375
AUD.BASIS6M3M.12Y,5.97
AUD.BASIS6M3M.15Y,5.625
AUD.BASIS6M3M.20Y,5.0
AUD.BASIS6M3M.25Y,4.5
AUD.BASIS6M3M.30Y,4.5
AUD.FUTURE.1,98.95
AUD.FUTURE.2,99.05
AUD.FUTURE.3,99.1
AUD.FUTURE.4,99.13
AUD.FUTURE.5,99.1
AUD.FUTURE.6,99.1
JPY.DEPOSIT.3M,-0.0885
JPY.FRA3M.1M,-0.115
JPY.FRA3M.2M,-0.1065
JPY.FRA3M.3M,-0.1095
JPY.FRA3M.4M,-0.135
JPY.FRA3M.5M,-0.14
JPY.FRA3M.6M,-0.1065
JPY.FRA3M.7M,-0.1572
JPY.FRA3M.8M,-0.16285
JPY.FRA3M.9M,-0.18
JPY.BASIS3M6M.18M,6.25
JPY.BASIS3M6M.2Y,6.25
JPY.BASIS3M6M.3Y,6.25
JPY.BASIS3M6M.4Y,6.125
JPY.BASIS3M6M.5Y,6.25
JPY.BASIS3M6M.6Y,6.375
JPY.BASIS3M6M.7Y,6.5
JPY.BASIS3M6M.8Y,6.6875
JPY.BASIS3M6M.9Y,6.75
JPY.BASIS3M6M.10Y,6.875
JPY.BASIS3M6M.12Y,6.8125
JPY.BASIS3M6M.15Y,6.875
JPY.BASIS3M6M.20Y,6.5
JPY.BASIS3M6M.25Y,6.4375
JPY.BASIS3M6M.30Y,6.5
JPY.BASIS3M6M.35Y,6.3125
JPY.BASIS3M6M.40Y,6.3125
HUF.DEPOSIT.3M,0.21
HUF.FRA3M.1M,0.2175
HUF.FRA3M.2M,0.225
HUF.FRA3M.3M,0.23
HUF.FRA3M.4M,0.2391
HUF.FRA3M.5M,0.2491
HUF.FRA3M.6M,0.2675
HUF.FRA3M.9M,0.31
HUF.FRA3M.12M,0.335
HUF.BASIS6M3M.2Y,4.5
HUF.BASIS6M3M.3Y,5.0
HUF.BASIS6M3M.4Y,4.75
HUF.BASIS6M3M.5Y,4.5
HUF.BASIS6M3M.6Y,3.9
HUF.BASIS6M3M.7Y,3.8
HUF.BASIS6M3M.8Y,3.7
HUF.BASIS6M3M.9Y,3.7
HUF.BASIS6M3M.10Y,3.7
CZK.DEPOSIT.3M,2.14
CZK.FRA3M.1M,2.127
CZK.FRA3M.2M,2.115
CZK.FRA3M.3M,2.105
CZK.FRA3M.4M,2.074
CZK.FRA3M.5M,2.041
CZK.FRA3M.6M,2.025
CZK.FRA3M.7M,1.992
CZK.FRA3M.8M,1.962
CZK.FRA3M.9M,1.95
CZK.FRA3M.12M,1.879
CZK.BASIS6M3M.2Y,5.95
CZK.BASIS6M3M.3Y,6.05
CZK.BASIS6M3M.4Y,6.65
CZK.BASIS6M3M.5Y,7.2
CZK.BASIS6M3M.6Y,8.25
CZK.BASIS6M3M.7Y,9.6
CZK.BASIS6M3M.8Y,11.3
CZK.BASIS6M3M.9Y,13.0
CZK.BASIS6M3M.10Y,14.5
GBP.DEPOSIT.3M,0.78138
GBP.FUTURE.1,99.21
GBP.FUTURE.2,99.18
GBP.FUTURE.3,99.245
GBP.FUTURE.4,99.26
GBP.FUTURE.5,99.27
GBP.FUTURE.6,99.25
GBP.FUTURE.7,99.27
GBP.FUTURE.8,99.27
GBP.FUTURE.9,99.27
GBP.FUTURE.10,99.265
GBP.SWAP3M.1Y,0.7762
GBP.SWAP3M.2Y,0.7566
GBP.SWAP3M.3Y,0.7445
GBP.SWAP3M.4Y,0.7383
