quote,ticker
SGD.SWAP.18M,SDSW1F BGN  Curncy
SGD.SWAP.2Y,SDSW2 BGN  Curncy
SGD.SWAP.3Y,SDSW3 BGN  Curncy
SGD.SWAP.4Y,SDSW4 BGN  Curncy
SGD.SWAP.5Y,SDSW5 BGN  Curncy
SGD.SWAP.6Y,SDSW6 BGN  Curncy
SGD.SWAP.7Y,SDSW7 BGN  Curncy
SGD.SWAP.8Y,SDSW8 BGN  Curncy
SGD.SWAP.9Y,SDSW9 BGN  Curncy
SGD.SWAP.10Y,SDSW10 BGN  Curncy
SGD.SWAP.12Y,SDSW12 BGN  Curncy
SGD.SWAP.15Y,SDSW15 BGN  Curncy
SGD.SWAP.20Y,SDSW20 BGN  Curncy
SGD.SWAP.30Y,SDSW30 BGN  Curncy

THB.DEPOSIT.1W,THFX1W Index
THB.DEPOSIT.1M,THFX1M Index
THB.DEPOSIT.2M,THFX2M Index
THB.DEPOSIT.3M,THFX3M Index
THB.DEPOSIT.6M,THFX6M Index
THB.SWAP.1Y,TBSWO1 CMPN Curncy
THB.SWAP.2Y,TBSWO2 CMPN Curncy
THB.SWAP.3Y,TBSWO3 CMPN Curncy
THB.SWAP.4Y,TBSWO4 CMPN Curncy
THB.SWAP.5Y,TBSWO5 CMPN Curncy
THB.SWAP.7Y,TBSWO7 CMPN Curncy
THB.SWAP.10Y,TBSWO10 CMPN Curncy
THB.SWAP.12Y,TBSWO12 CMPN Curncy
THB.SWAP.15Y,TBSWO15 CMPN Curncy
THB.SWAP.20Y,TBSWO20 CMPN Curncy

CZK.DEPOSIT.6M,PRIB06M Index
CZK.FRA.1M,CKFR0AG CMPN Curncy
CZK.FRA.2M,CKFR0BH CMPN Curncy
CZK.FRA.3M,CKFR0CI CMPN Curncy
CZK.FRA.4M,CKFR0DJ CMPN Curncy
CZK.FRA.5M,CKFR0EK CMPN Curncy
CZK.FRA.6M,CKFR0F1 CMPN Curncy
CZK.FRA.12M,CKFR011F CMPN Curncy
CZK.SWAP.2Y,CKSW2 BGN  Curncy
CZK.SWAP.3Y,CKSW3 BGN  Curncy
CZK.SWAP.4Y,CKSW4 BGN  Curncy
CZK.SWAP.5Y,CKSW5 BGN  Curncy
CZK.SWAP.6Y,CKSW6 BGN  Curncy
CZK.SWAP.7Y,CKSW7 BGN  Curncy
CZK.SWAP.8Y,CKSW8 BGN  Curncy
CZK.SWAP.9Y,CKSW9 BGN  Curncy
CZK.SWAP.10Y,CKSW10 BGN  Curncy
CZK.SWAP.12Y,CKSW12 BGN  Curncy
CZK.SWAP.15Y,CKSW15 BGN  Curncy
CZK.SWAP.20Y,CKSW20 BGN  Curncy
CZK.SWAP.30Y,CKSW30 BGN  Curncy

GBP.ON.1D,SONIO/N Index
GBP.OIS.1W,BPSWS1Z BGN  Curncy
GBP.OIS.2W,BPSWS2Z BGN  Curncy
GBP.OIS.1M,BPSWSA BGN  Curncy
GBP.OIS.2M,BPSWSB BGN  Curncy
GBP.OIS.3M,BPSWSC BGN  Curncy
GBP.OIS.4M,BPSWSD BGN  Curncy
GBP.OIS.5M,BPSWSE BGN  Curncy
GBP.OIS.6M,BPSWSF BGN  Curncy
GBP.OIS.7M,BPSWSG BGN  Curncy
GBP.OIS.8M,BPSWSH BGN  Curncy
GBP.OIS.9M,BPSWSI BGN  Curncy
GBP.OIS.10M,BPSWSJ BGN  Curncy
GBP.OIS.11M,BPSWSK BGN  Curncy
GBP.OIS.1Y,BPSWS1 BGN  Curncy
GBP.OIS.18M,BPSWS1F BGN  Curncy
GBP.OIS.2Y,BPSWS2 BGN  Curncy
GBP.OIS.3Y,BPSWS3 BGN  Curncy
GBP.OIS.4Y,BPSWS4 BGN  Curncy
GBP.OIS.5Y,BPSWS5 BGN  Curncy
GBP.OIS.6Y,BPSWS6 BGN  Curncy
GBP.OIS.7Y,BPSWS7 BGN  Curncy
GBP.OIS.8Y,BPSWS8 BGN  Curncy
GBP.OIS.9Y,BPSWS9 BGN  Curncy
GBP.OIS.10Y,BPSWS10 BGN  Curncy
GBP.OIS.12Y,BPSWS12 BGN  Curncy
GBP.OIS.15Y,BPSWS15 BGN  Curncy
GBP.OIS.20Y,BPSWS20 BGN  Curncy
GBP.OIS.25Y,BPSWS25 BGN  Curncy
GBP.OIS.30Y,BPSWS30 BGN  Curncy
GBP.OIS.40Y,BPSWS40 BGN  Curncy
GBP.OIS.50Y,BPSWS50 BGN  Curncy

EUR.DEPOSIT.1M,EUR001M Index
EUR.SWAP1M.2M,EUSWBV1 BGN  Curncy
EUR.SWAP1M.3M,EUSWCV1 BGN  Curncy
EUR.SWAP1M.4M,EUSWDV1 BGN  Curncy
EUR.SWAP1M.5M,EUSWEV1 BGN  Curncy
EUR.SWAP1M.6M,EUSWFV1 BGN  Curncy
EUR.SWAP1M.7M,EUSWGV1 BGN  Curncy
EUR.SWAP1M.8M,EUSWHV1 BGN  Curncy
EUR.SWAP1M.9M,EUSWIV1 BGN  Curncy
EUR.SWAP1M.10M,EUSWJV1 BGN  Curncy
EUR.SWAP1M.11M,EUSWKV1 BGN  Curncy
EUR.SWAP1M.1Y,EUSW1V1 BGN  Curncy
EUR.SWAP1M.15M,EUSW1CV1 BGN  Curncy
EUR.SWAP1M.18M,EUSW1FV1 BGN  Curncy
EUR.SWAP1M.21M,EUSW1IV1 BGN  Curncy
EUR.SWAP1M.2Y,EUSW2V1 BGN  Curncy
EUR.SWAP1M.3Y,EUSW3V1 BGN  Curncy
EUR.SWAP1M.4Y,EUSW4V1 BGN  Curncy
EUR.SWAP1M.5Y,EUSW5V1 BGN  Curncy
EUR.SWAP1M.6Y,EUSW6V1 BGN  Curncy
EUR.SWAP1M.7Y,EUSW7V1 BGN  Curncy
EUR.SWAP1M.8Y,EUSW8V1 BGN  Curncy
EUR.SWAP1M.9Y,EUSW9V1 BGN  Curncy
EUR.SWAP1M.10Y,EUSW10V1 BGN  Curncy
EUR.SWAP1M.12Y,EUSW12V1 BGN  Curncy
EUR.SWAP1M.15Y,EUSW15V1 BGN  Curncy
EUR.SWAP1M.20Y,EUSW20V1 BGN  Curncy
EUR.SWAP1M.25Y,EUSW25V1 BGN  Curncy
EUR.SWAP1M.30Y,EUSW30V1 BGN  Curncy

EUR.DEPOSIT.1W,EUR001W Index
EUR.DEPOSIT.12M,EUR012M Index

EUR.BASIS6M12M.2Y,EUBSS2 Index
EUR.BASIS6M12M.3Y,EUBSS3 Index
EUR.BASIS6M12M.4Y,EUBSS4 Index
EUR.BASIS6M12M.5Y,EUBSS5 Index
EUR.BASIS6M12M.6Y,EUBSS6 Index
EUR.BASIS6M12M.7Y,EUBSS7 Index
EUR.BASIS6M12M.8Y,EUBSS8 Index
EUR.BASIS6M12M.9Y,EUBSS9 Index
EUR.BASIS6M12M.10Y,EUBSS10 Index
EUR.BASIS6M12M.11Y,EUBSS11 Index
EUR.BASIS6M12M.12Y,EUBSS12 Index
EUR.BASIS6M12M.15Y,EUBSS15 Index
EUR.BASIS6M12M.20Y,EUBSS20 Index
EUR.BASIS6M12M.25Y,EUBSS25 Index
EUR.BASIS6M12M.30Y,EUBSS30 Index

AUD.DEPOSIT.6M,ADBB6M CMPN Curncy

AUD.SWAP3M.3M,ADSWCV3 BLC3 Curncy
AUD.SWAP3M.6M,ADSWQF CMPN Curncy
AUD.SWAP3M.9M,ADSWQI CMPN Curncy
AUD.SWAP3M.1Y,ADSWAP1Q CMPN Curncy
AUD.SWAP3M.18M,ADSW1FQ BLC Curncy
AUD.SWAP3M.2Y,ADSWAP2Q CMPN Curncy
AUD.SWAP3M.3Y,ADSWAP3Q CMPN Curncy

AUD.BASIS1M3M.3M,ADBBCAC Curncy
AUD.BASIS1M3M.6M,ADBBCAF Curncy
AUD.BASIS1M3M.9M,ADBBCAI Curncy
AUD.BASIS1M3M.1Y,ADBBCA1 Curncy
AUD.BASIS1M3M.2Y,ADBBCA2 Curncy
AUD.BASIS1M3M.3Y,ADBBCA3 Curncy

AUD.BASIS1M3M.4Y,ADBBCA4 BGNL Curncy
AUD.BASIS1M3M.5Y,ADBBCA5 BGNL Curncy
AUD.BASIS1M3M.6Y,ADBBCA6 BGNL Curncy
AUD.BASIS1M3M.7Y,ADBBCA7 BGNL Curncy
AUD.BASIS1M3M.8Y,ADBBCA8 BGNL Curncy
AUD.BASIS1M3M.9Y,ADBBCA9 BGNL Curncy
AUD.BASIS1M3M.10Y,ADBBCA10 BGNL Curncy
AUD.BASIS1M3M.12Y,ADBBCA12 BGNL Curncy
AUD.BASIS1M3M.15Y,ADBBCA15 BGNL Curncy
AUD.BASIS1M3M.20Y,ADBBCA20 BGNL Curncy
AUD.BASIS1M3M.25Y,ADBBCA25 BGNL Curncy
AUD.BASIS1M3M.30Y,ADBBCA30 BGNL Curncy

AUD.BASIS3M6M.1Y,ADBBCF1 BGNL Curncy
AUD.BASIS3M6M.2Y,ADBBCF2 BGNL Curncy
AUD.BASIS3M6M.3Y,ADBBCF3 BGNL Curncy

AUD.SWAP.4Y,ADSWAP4 BGN  Curncy
AUD.SWAP.5Y,ADSWAP5 BGN  Curncy
AUD.SWAP.6Y,ADSWAP6 BGN  Curncy
AUD.SWAP.7Y,ADSWAP7 BGN  Curncy
AUD.SWAP.8Y,ADSWAP8 BGN  Curncy
AUD.SWAP.9Y,ADSWAP9 BGN  Curncy
AUD.SWAP.10Y,ADSWAP10 BGN  Curncy
AUD.SWAP.12Y,ADSWAP12 BGN  Curncy
AUD.SWAP.15Y,ADSWAP15 BGN  Curncy
AUD.SWAP.20Y,ADSWAP20 BGN  Curncy
AUD.SWAP.25Y,ADSWAP25 BGN  Curncy
AUD.SWAP.30Y,ADSWAP30 BGN  Curncy

AUD.DEPOSIT.3M,ADBB3M CMPN Curncy
AUD.BASIS6M3M.4Y,ADBBCF4 BGNL Curncy
AUD.BASIS6M3M.5Y,ADBBCF5 BGNL Curncy
AUD.BASIS6M3M.6Y,ADBBCF6 BGNL Curncy
AUD.BASIS6M3M.7Y,ADBBCF7 BGNL Curncy
AUD.BASIS6M3M.8Y,ADBBCF8 BGNL Curncy
AUD.BASIS6M3M.9Y,ADBBCF9 BGNL Curncy
AUD.BASIS6M3M.10Y,ADBBCF10 BGNL Curncy
AUD.BASIS6M3M.12Y,ADBBCF12 BGNL Curncy
AUD.BASIS6M3M.15Y,ADBBCF15 BGNL Curncy
AUD.BASIS6M3M.20Y,ADBBCF20 BGNL Curncy
AUD.BASIS6M3M.25Y,ADBBCF25 BGNL Curncy
AUD.BASIS6M3M.30Y,ADBBCF30 BGNL Curncy



AUD.FUTURE.1,IR1 Comdty
AUD.FUTURE.2,IR2 Comdty
AUD.FUTURE.3,IR3 Comdty
AUD.FUTURE.4,IR4 Comdty
AUD.FUTURE.5,IR5 Comdty
AUD.FUTURE.6,IR6 Comdty

JPY.DEPOSIT.3M,JY0003M Index
JPY.FRA3M.1M,JYFR1/4 CMPN Curncy
JPY.FRA3M.2M,JYFR2/5 CMPN Curncy
JPY.FRA3M.3M,JYFR3/6 CMPN Curncy
JPY.FRA3M.4M,JYFR4/7 CMPN Curncy
JPY.FRA3M.5M,JYFR5/8 CMPN Curncy
JPY.FRA3M.6M,JYFR6/9 CMPN Curncy
JPY.FRA3M.7M,JYFR7/10 CMPN Curncy
JPY.FRA3M.8M,JYFR8/11 CMPN Curncy
JPY.FRA3M.9M,JYFR9/12 CMPN Curncy

JPY.BASIS3M6M.18M,JYBC1F BGNL Curncy
JPY.BASIS3M6M.2Y,JYBC2 BGNL Curncy
JPY.BASIS3M6M.3Y,JYBC3 BGNL Curncy
JPY.BASIS3M6M.4Y,JYBC4 BGNL Curncy
JPY.BASIS3M6M.5Y,JYBC5 BGNL Curncy
JPY.BASIS3M6M.6Y,JYBC6 BGNL Curncy
JPY.BASIS3M6M.7Y,JYBC7 BGNL Curncy
JPY.BASIS3M6M.8Y,JYBC8 BGNL Curncy
JPY.BASIS3M6M.9Y,JYBC9 BGNL Curncy
JPY.BASIS3M6M.10Y,JYBC10 BGNL Curncy
JPY.BASIS3M6M.12Y,JYBC12 BGNL Curncy
JPY.BASIS3M6M.15Y,JYBC15 BGNL Curncy
JPY.BASIS3M6M.20Y,JYBC20 BGNL Curncy
JPY.BASIS3M6M.25Y,JYBC25 BGNL Curncy
JPY.BASIS3M6M.30Y,JYBC30 BGNL Curncy
JPY.BASIS3M6M.35Y,JYBC35 BGNL Curncy
JPY.BASIS3M6M.40Y,JYBC40 BGNL Curncy

HUF.DEPOSIT.3M,BUBOR03M Index
HUF.FRA3M.1M,HFFR0AD CMPN Curncy
HUF.FRA3M.2M,HFFR0BE CMPN Curncy
HUF.FRA3M.3M,HFFR0CF CMPN Curncy
HUF.FRA3M.4M,HFFR0DG CMPN Curncy
HUF.FRA3M.5M,HFFR0EH CMPN Curncy
HUF.FRA3M.6M,HFFR0FI CMPN Curncy
HUF.FRA3M.9M,HFFR0I1 CMPN Curncy
HUF.FRA3M.12M,HFFR011C CMPN Curncy

HUF.BASIS6M3M.2Y,HFBSV2 Curncy
HUF.BASIS6M3M.3Y,HFBSV3 Curncy
HUF.BASIS6M3M.4Y,HFBSV4 Curncy
HUF.BASIS6M3M.5Y,HFBSV5 Curncy
HUF.BASIS6M3M.6Y,HFBSV6 Curncy
HUF.BASIS6M3M.7Y,HFBSV7 Curncy
HUF.BASIS6M3M.8Y,HFBSV8 Curncy
HUF.BASIS6M3M.9Y,HFBSV9 Curncy
HUF.BASIS6M3M.10Y,HFBSV10 Curncy

CZK.DEPOSIT.3M,PRIB03M Index
CZK.FRA3M.1M,CKFR0AD CMPN Curncy
CZK.FRA3M.2M,CKFR0BE CMPN Curncy
CZK.FRA3M.3M,CKFR0CF CMPN Curncy
CZK.FRA3M.4M,CKFR0DG CMPN Curncy
CZK.FRA3M.5M,CKFR0EH CMPN Curncy
CZK.FRA3M.6M,CKFR0FI CMPN Curncy
CZK.FRA3M.7M,CKFR0GJ CMPN Curncy
CZK.FRA3M.8M,CKFR0HK CMPN Curncy
CZK.FRA3M.9M,CKFR0I1 CMPN Curncy
CZK.FRA3M.12M,CKFR011C CMPN Curncy

CZK.BASIS6M3M.2Y,CKBSV2 Curncy
CZK.BASIS6M3M.3Y,CKBSV3 Curncy
CZK.BASIS6M3M.4Y,CKBSV4 Curncy
CZK.BASIS6M3M.5Y,CKBSV5 Curncy
CZK.BASIS6M3M.6Y,CKBSV6 Curncy
CZK.BASIS6M3M.7Y,CKBSV7 Curncy
CZK.BASIS6M3M.8Y,CKBSV8 Curncy
CZK.BASIS6M3M.9Y,CKBSV9 Curncy
CZK.BASIS6M3M.10Y,CKBSV10 Curncy

GBP.DEPOSIT.3M,BP0003M Index
GBP.FUTURE.1,L 1 Comdty
GBP.FUTURE.2,L 2 Comdty
GBP.FUTURE.3,L 3 Comdty
GBP.FUTURE.4,L 4 Comdty
GBP.FUTURE.5,L 5 Comdty
GBP.FUTURE.6,L 6 Comdty
GBP.FUTURE.7,L 7 Comdty
GBP.FUTURE.8,L 8 Comdty
GBP.FUTURE.9,L 9 Comdty
GBP.FUTURE.10,L 10 Comdty
GBP.SWAP3M.1Y,BPSW1V3 BGN  Curncy
GBP.SWAP3M.2Y,BPSW2V3 BGN  Curncy
GBP.SWAP3M.3Y,BPSW3V3 BGN  Curncy
GBP.SWAP3M.4Y,BPSW4V3 BGN  Curncy
GBP.SWAP3M.5Y,BPSW5V3 BGN  Curncy
GBP.SWAP3M.6Y,BPSW6V3 BGN  Curncy
GBP.SWAP3M.7Y,BPSW7V3 BGN  Curncy
GBP.SWAP3M.8Y,BPSW8V3 BGN  Curncy
GBP.SWAP3M.9Y,BPSW9V3 BGN  Curncy
GBP.SWAP3M.10Y,BPSW10V3 BGN  Curncy
GBP.SWAP3M.11Y,BPSW11V3 BGN  Curncy
GBP.SWAP3M.12Y,BPSW12V3 BGN  Curncy
GBP.SWAP3M.15Y,BPSW15V3 BGN  Curncy
GBP.SWAP3M.20Y,BPSW20V3 BGN  Curncy
GBP.SWAP3M.25Y,BPSW25V3 BGN  Curncy
GBP.SWAP3M.30Y,BPSW30V3 BGN  Curncy
GBP.SWAP3M.40Y,BPSW40V3 BGN  Curncy

GBP.DEPOSIT.6M,BP0006M Index
GBP.FRA.1M,BPFR0AG CMPN Curncy
GBP.FRA.2M,BPFR0BH CMPN Curncy
GBP.FRA.3M,BPFR0CI CMPN Curncy
GBP.FRA.4M,BPFR0DJ CMPN Curncy
GBP.FRA.5M,BPFR0EK CMPN Curncy
GBP.FRA.6M,BPFR0F1 CMPN Curncy
GBP.FRA.9M,BPFR0I1C CMPN Curncy
GBP.FRA.12M,BPFR011F CMPN Curncy
GBP.SWAP.2Y,BPSW2 BGN  Curncy
GBP.SWAP.3Y,BPSW3 BGN  Curncy
GBP.SWAP.4Y,BPSW4 BGN  Curncy
GBP.SWAP.5Y,BPSW5 BGN  Curncy
GBP.SWAP.6Y,BPSW6 BGN  Curncy
GBP.SWAP.7Y,BPSW7 BGN  Curncy
GBP.SWAP.8Y,BPSW8 BGN  Curncy
GBP.SWAP.9Y,BPSW9 BGN  Curncy
GBP.SWAP.10Y,BPSW10 BGN  Curncy
GBP.SWAP.12Y,BPSW12 BGN  Curncy
GBP.SWAP.15Y,BPSW15 BGN  Curncy
GBP.SWAP.20Y,BPSW20 BGN  Curncy
GBP.SWAP.25Y,BPSW25 BGN  Curncy
GBP.SWAP.30Y,BPSW30 BGN  Curncy
GBP.SWAP.40Y,BPSW40 BGN  Curncy
GBP.SWAP.50Y,BPSW50 BGN  Curncy

GBP.DEPOSIT.1W,BP0001W Index
GBP.DEPOSIT.1M,BP0001M Index
GBP.SWAP1M.2M,BPSWBV1 CMPN Curncy
GBP.SWAP1M.3M,BPSWCV1 CMPN Curncy
GBP.SWAP1M.6M,BPSWFV1 CMPN Curncy
GBP.SWAP1M.9M,BPSWIV1 CMPN Curncy

GBP.BASIS3M1M.1Y,BPSCVA1 Curncy
GBP.BASIS3M1M.2Y,BPSCVA2 Curncy
GBP.BASIS3M1M.3Y,BPSCVA3 Curncy
GBP.BASIS3M1M.4Y,BPSCVA4 Curncy
GBP.BASIS3M1M.5Y,BPSCVA5 Curncy
GBP.BASIS3M1M.6Y,BPSCVA6 Curncy
GBP.BASIS3M1M.7Y,BPSCVA7 Curncy
GBP.BASIS3M1M.8Y,BPSCVA8 Curncy
GBP.BASIS3M1M.9Y,BPSCVA9 Curncy
GBP.BASIS3M1M.10Y,BPSCVA10 Curncy
GBP.BASIS3M1M.12Y,BPSCVA12 Curncy
GBP.BASIS3M1M.15Y,BPSCVA15 Curncy
GBP.BASIS3M1M.20Y,BPSCVA20 Curncy
GBP.BASIS3M1M.25Y,BPSCVA25 Curncy
GBP.BASIS3M1M.30Y,BPSCVA30 Curncy

SGD.DEPOSIT.3M,SORF3M Index
SGD.SWAP3M.6M,SDSWQF CMPN Curncy
SGD.SWAP3M.9M,SDSWQI CMPN Curncy

SGD.BASIS6M3M.1Y,SDBSVS1 Curncy
SGD.BASIS6M3M.18M,SDBSVS1F Curncy
SGD.BASIS6M3M.2Y,SDBSVS2 Curncy
SGD.BASIS6M3M.3Y,SDBSVS3 Curncy
SGD.BASIS6M3M.4Y,SDBSVS4 Curncy
SGD.BASIS6M3M.5Y,SDBSVS5 Curncy
SGD.BASIS6M3M.6Y,SDBSVS6 Curncy
SGD.BASIS6M3M.7Y,SDBSVS7 Curncy
SGD.BASIS6M3M.8Y,SDBSVS8 Curncy
SGD.BASIS6M3M.9Y,SDBSVS9 Curncy
SGD.BASIS6M3M.10Y,SDBSVS10 Curncy
SGD.BASIS6M3M.12Y,SDBSVS12 Curncy
SGD.BASIS6M3M.15Y,SDBSVS15 Curncy
SGD.BASIS6M3M.20Y,SDBSVS20 Curncy
SGD.BASIS6M3M.30Y,SDBSVS30 Curncy

SEK.DEPOSIT.3M,STIB3M Index
SEK.IMMFRA.1,SKF30101 CMPN Curncy
SEK.IMMFRA.2,SKF30201 CMPN Curncy
SEK.IMMFRA.3,SKF30301 CMPN Curncy
SEK.IMMFRA.4,SKF30401 CMPN Curncy
SEK.IMMFRA.5,SKF30501 CMPN Curncy
SEK.SWAP3M.2Y,SKSW2 BGN  Curncy
SEK.SWAP3M.3Y,SKSW3 BGN  Curncy
SEK.SWAP3M.4Y,SKSW4 BGN  Curncy
SEK.SWAP3M.5Y,SKSW5 BGN  Curncy
SEK.SWAP3M.6Y,SKSW6 BGN  Curncy
SEK.SWAP3M.7Y,SKSW7 BGN  Curncy
SEK.SWAP3M.8Y,SKSW8 BGN  Curncy
SEK.SWAP3M.9Y,SKSW9 BGN  Curncy
SEK.SWAP3M.10Y,SKSW10 BGN  Curncy
SEK.SWAP3M.15Y,SKSW15 BGN  Curncy
SEK.SWAP3M.20Y,SKSW20 BGN  Curncy
SEK.SWAP3M.30Y,SKSW30 BGN  Curncy

MXN.DEPOSIT.28D,MXIBTIIE Index
MXN.SWAP.3M,MPSWC BGN  Curncy
MXN.SWAP.6M,MPSWF BGN  Curncy
MXN.SWAP.9M,MPSWI BGN  Curncy
MXN.SWAP.1Y,MPSW1A BGN  Curncy
MXN.SWAP.2Y,MPSW2B BGN  Curncy
MXN.SWAP.3Y,MPSW3C BGN  Curncy
MXN.SWAP.4Y,MPSW4D BGN  Curncy
MXN.SWAP.5Y,MPSW5E BGN  Curncy
MXN.SWAP.7Y,MPSW7G BGN  Curncy
MXN.SWAP.10Y,MPSW10K BGN  Curncy
MXN.SWAP.15Y,MPSW16C BGN  Curncy
MXN.SWAP.20Y,MPSW21H BGN  Curncy
MXN.SWAP.30Y,MPSW32F BGN  Curncy

DKK.ON.1D,DETNT/N Index
DKK.OIS.1M,DKSWTNA BGN  Curncy
DKK.OIS.2M,DKSWTNB BGN  Curncy
DKK.OIS.3M,DKSWTNC BGN  Curncy
DKK.OIS.6M,DKSWTNF BGN  Curncy
DKK.OIS.9M,DKSWTNI BGN  Curncy
DKK.OIS.1Y,DKSWTN1 BGN  Curncy
DKK.OIS.18M,DKSWTN1F BGN  Curncy
DKK.OIS.2Y,DKSWTN2 BGN  Curncy
DKK.OIS.3Y,DKSWTN3 BGN  Curncy
DKK.OIS.4Y,DKSWTN4 BGN  Curncy
DKK.OIS.5Y,DKSWTN5 BGN  Curncy
DKK.OIS.6Y,DKSWTN6 BGN  Curncy
DKK.OIS.7Y,DKSWTN7 BGN  Curncy
DKK.OIS.8Y,DKSWTN8 BGN  Curncy
DKK.OIS.9Y,DKSWTN9 BGN  Curncy
DKK.OIS.10Y,DKSWTN10 BGN  Curncy
DKK.OIS.12Y,DKSWTN12 BGN  Curncy
DKK.OIS.15Y,DKSWTN15 BGN  Curncy
DKK.OIS.20Y,DKSWTN20 BGN  Curncy
DKK.OIS.25Y,DKSWTN25 BGN  Curncy
DKK.OIS.30Y,DKSWTN30 BGN  Curncy

DKK.DEPOSIT.6M,CIBO06M Index
DKK.FRA.2,DKF60201 CMPN Curncy
DKK.SWAP.2Y,DKSW2 BGN  Curncy
DKK.SWAP.3Y,DKSW3 BGN  Curncy
DKK.SWAP.4Y,DKSW4 BGN  Curncy
DKK.SWAP.5Y,DKSW5 BGN  Curncy
DKK.SWAP.6Y,DKSW6 BGN  Curncy
DKK.SWAP.7Y,DKSW7 BGN  Curncy
DKK.SWAP.8Y,DKSW8 BGN  Curncy
DKK.SWAP.9Y,DKSW9 BGN  Curncy
DKK.SWAP.10Y,DKSW10 BGN  Curncy
DKK.SWAP.12Y,DKSW12 BGN  Curncy
DKK.SWAP.15Y,DKSW15 BGN  Curncy
DKK.SWAP.20Y,DKSW20 BGN  Curncy
DKK.SWAP.25Y,DKSW25 BGN  Curncy
DKK.SWAP.30Y,DKSW30 BGN  Curncy

DKK.DEPOSIT.3M,CIBO03M Index
DKK.FRA3M.1,DKF30101 CMPN Curncy
DKK.FRA3M.2,DKF30201 CMPN Curncy
DKK.FRA3M.3,DKF30301 CMPN Curncy
DKK.FRA3M.4,DKF30401 CMPN Curncy
DKK.FRA3M.5,DKF30501 CMPN Curncy

DKK.BASIS6M3M.2Y,DKBFVC2 Curncy
DKK.BASIS6M3M.3Y,DKBFVC3 Curncy
DKK.BASIS6M3M.4Y,DKBFVC4 Curncy
DKK.BASIS6M3M.5Y,DKBFVC5 Curncy
DKK.BASIS6M3M.6Y,DKBFVC6 Curncy
DKK.BASIS6M3M.7Y,DKBFVC7 Curncy
DKK.BASIS6M3M.8Y,DKBFVC8 Curncy
DKK.BASIS6M3M.9Y,DKBFVC9 Curncy
DKK.BASIS6M3M.10Y,DKBFVC10 Curncy

NOK.DEPOSIT.6M,NIBOR6M Index
NOK.FRA.2,NKF60101 BGN  Curncy
NOK.FRA.3,NKF60201 BGN  Curncy
NOK.FRA.4,NKF60301 BGN  Curncy
NOK.FRA.5,NKF60401 BGN  Curncy
NOK.SWAP.2Y,NKSW2 BGNL Curncy
NOK.SWAP.3Y,NKSW3 BGNL Curncy
NOK.SWAP.4Y,NKSW4 BGNL Curncy
NOK.SWAP.5Y,NKSW5 BGNL Curncy
NOK.SWAP.6Y,NKSW6 BGNL Curncy
NOK.SWAP.7Y,NKSW7 BGNL Curncy
NOK.SWAP.8Y,NKSW8 BGNL Curncy
NOK.SWAP.9Y,NKSW9 BGNL Curncy
NOK.SWAP.10Y,NKSW10 BGNL Curncy
NOK.SWAP.12Y,NKSW12 BGNL Curncy
NOK.SWAP.15Y,NKSW15 BGNL Curncy
NOK.SWAP.20Y,NKSW20 BGNL Curncy
NOK.SWAP.25Y,NKSW25 BGNL Curncy
NOK.SWAP.30Y,NKSW30 BGNL Curncy

NOK.DEPOSIT.3M,NIBOR3M Index
NOK.FRA3M.1,NKF30101 CMPN Curncy
NOK.FRA3M.2,NKF30201 CMPN Curncy
NOK.FRA3M.3,NKF30301 CMPN Curncy
NOK.FRA3M.4,NKF30401 CMPN Curncy
NOK.FRA3M.5,NKF30501 CMPN Curncy

NOK.BASIS6M3M.2Y,NKBFVC2 Curncy
NOK.BASIS6M3M.3Y,NKBFVC3 Curncy
NOK.BASIS6M3M.4Y,NKBFVC4 Curncy
NOK.BASIS6M3M.5Y,NKBFVC5 Curncy
NOK.BASIS6M3M.6Y,NKBFVC6 Curncy
NOK.BASIS6M3M.7Y,NKBFVC7 Curncy
NOK.BASIS6M3M.8Y,NKBFVC8 Curncy
NOK.BASIS6M3M.9Y,NKBFVC9 Curncy
NOK.BASIS6M3M.10Y,NKBFVC10 Curncy

CLP.OIS.3M,CHSWPC BGN  Curncy
CLP.OIS.6M,CHSWPF BGN  Curncy
CLP.OIS.9M,CHSWPI BGN  Curncy
CLP.OIS.12M,CHSWP1 BGN  Curncy
CLP.OIS.18M,CHSWP1F BGN  Curncy
CLP.OIS.2Y,CHSWP2 BGN  Curncy
CLP.OIS.3Y,CHSWP3 BGN  Curncy
CLP.OIS.4Y,CHSWP4 BGN  Curncy
CLP.OIS.5Y,CHSWP5 BGN  Curncy
CLP.OIS.6Y,CHSWP6 BGN  Curncy
CLP.OIS.7Y,CHSWP7 BGN  Curncy
CLP.OIS.8Y,CHSWP8 BGN  Curncy
CLP.OIS.9Y,CHSWP9 BGN  Curncy
CLP.OIS.10Y,CHSWP10 BGN  Curncy
CLP.OIS.15Y,CHSWP15 BGN  Curncy
CLP.OIS.20Y,CHSWP20 BGN  Curncy

NZD.DEPOSIT.3M,NDBB3M CMPN Curncy
NZD.FUTURE.1,ZB1 Comdty
NZD.FUTURE.2,ZB2 Comdty
NZD.FUTURE.3,ZB3 Comdty
NZD.FUTURE.4,ZB4 Comdty
NZD.FUTURE.5,ZB5 Comdty
NZD.FUTURE.6,ZB6 Comdty
